id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,low,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,preheat,pressure,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,water,zone,mod
@p:ubcv:r:23d51440-010fe134 Brock Hall Unsorted Points P4 JCL-NAE11/FC-A.FEC-11A-06.P4-S,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004495,✓,JCL-NAE11/FC-A.FEC-11A-06.P4-S,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","Off,On",P4,@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T08:21:45-07:00 Los_Angeles,"","",839,2018-10-13T06:05:30-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:14:17.011-07:00 Los_Angeles,"","","",Run Status,"",BI3003810,"","","","",✓,"","","","",✓,"","",✓,"",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"","",JCL-NAE11/FC-A.FEC-11A-06.P4-S.Trend1,Los_Angeles,"","","","","",2020-05-12T11:03:27.589Z UTC
@p:ubcv:r:23d5143f-f9ba1ad9 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-17.DPR-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004190,✓,JCL-NAE11/FC-A.VMA-11A-17.DPR-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22916,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.01-07:00 Los_Angeles,"","","",Discharge Air Damper Cmd,"",AO3003236,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","",JCL-NAE11/FC-A.VMA-11A-17.DPR-O.Trend1,Los_Angeles,%,"","","","",2020-04-14T16:49:59.215Z UTC
@p:ubcv:r:23d5143f-550164da Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-21.DPR-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004330,✓,JCL-NAE11/FC-A.VMA-11A-21.DPR-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22570,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.024-07:00 Los_Angeles,"","","",Discharge Air Damper Cmd,"",AO3003280,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","",JCL-NAE11/FC-A.VMA-11A-21.DPR-O.Trend1,Los_Angeles,%,"","","","",2020-04-14T16:50:02.186Z UTC
@p:ubcv:r:23d51440-20263456 Brock Hall Unsorted Points JCL-NAE11/FC-A.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3005953,✓,JCL-NAE11/FC-A.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T13:51:46-07:00 Los_Angeles,"","",39224,2019-07-31T10:54:32-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.019-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.Trend1,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","",✓,"","",Los_Angeles,_,"","","","",2020-04-09T19:15:03.884Z UTC
@p:ubcv:r:23d5143f-ff58183d Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-16.SA-F,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004153,✓,JCL-NAE11/FC-A.VMA-11A-16.SA-F,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","",✓,@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.03-07:00 Los_Angeles,"","","",Discharge Air Flow,"",AV3003223,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE11/FC-A.VMA-11A-16.SA-F.Trend1,Los_Angeles,L/s,"","","","",2020-04-09T19:01:59.089Z UTC
@p:ubcv:r:23d51440-fdd80ad9 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-24.EXTLight-C,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3006839,✓,JCL-NAE11/FC-A.FEC-11A-24.EXTLight-C,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68650,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:14:33.041-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-24.EXTLight-C,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-24.EXTLight-C.Trend1,Los_Angeles,"","","","","",2020-04-08T18:50:27.043Z UTC
@p:ubcv:r:23d51440-32e9c89e Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-08.EF-2 EF2-S,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004543,✓,JCL-NAE11/FC-A.FEC-11A-08.EF-2 EF2-S,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,✓,✓,"",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-04-09T13:05:05-07:00 Los_Angeles,"","",248,2018-06-08T12:49:57-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:14:16.458-07:00 Los_Angeles,"","","",Exhaust Fan Run Status,"",BI3003848,"","","","",✓,"","","","","","","",✓,"",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-08.EF-2 EF2-S.Trend1,Los_Angeles,"","","","","",2020-04-08T18:55:50.568Z UTC
@p:ubcv:r:23d51440-ddca0333 Brock Hall Unsorted Points JCL-NAE11/Programming.M&V.DHWT-3_EM_kwh,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3007311,✓,JCL-NAE11/Programming.M&V.DHWT-3_EM_kwh,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",45926,2019-01-17T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:32.293-07:00 Los_Angeles,"","","",JCL-NAE11/Programming.M&V.DHWT-3_EM_kwh,✓,AV3007310,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/Programming.M&V.DHWT-3_EM_kwh.Trend1,Los_Angeles,kWh,"","","","",2020-04-09T19:01:59.091Z UTC
@p:ubcv:r:23d5143f-17f547d2 Brock Hall Unsorted Points JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-10,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3002876,✓,JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-10,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",45261,2019-01-17T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:32.301-07:00 Los_Angeles,"","","",JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-10,✓,AI3002113,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-10.Trend1,Los_Angeles,°C,"","","","",2020-04-09T19:01:59.093Z UTC
@p:ubcv:r:23d51440-d3095f14 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-06.LT-A,"",✓,@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004467,✓,JCL-NAE11/FC-A.FEC-11A-06.LT-A,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","Normal,Alarm","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-04-17T12:15:32-07:00 Los_Angeles,"","",256,2018-08-05T19:40:23-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:14:16.658-07:00 Los_Angeles,"",✓,"",Low Temp Alarm,"",BI3003786,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:24f02881-3b6e10f7 .+(\.|-| |_)LT-A(LM)?,"",✓,JCL-NAE11/FC-A.FEC-11A-06.LT-A.Trend1,Los_Angeles,"","","","","",2020-04-08T18:50:19.271Z UTC
@p:ubcv:r:23d51440-613ede8d Brock Hall Unsorted Points JCL-NAE11/FC-A.VND-11A-43.BV-16.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3006347,✓,JCL-NAE11/FC-A.VND-11A-43.BV-16.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68633,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:14:33.059-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.VND-11A-43.BV-16.Trend1,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","","",Los_Angeles,"","","","","",2020-04-08T18:50:42.022Z UTC
@p:ubcv:r:23d51440-ab020383 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-07.HW-DHCV2,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004508,✓,JCL-NAE11/FC-A.FEC-11A-07.HW-DHCV2,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68635,2019-01-17T14:50:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:33.07-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-07.HW-DHCV2,✓,AO3003822,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-07.HW-DHCV2.Trend1,Los_Angeles,_,"","","","",2020-04-09T19:15:03.887Z UTC
@p:ubcv:r:23d5143f-4bbb648c Brock Hall Unsorted Points JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-3,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3002872,✓,JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-3,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68634,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:33.098-07:00 Los_Angeles,"","","",JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-3,✓,AI3002106,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-3.Trend1,Los_Angeles,m³,"","","","",2020-04-09T19:01:59.1Z UTC
@p:ubcv:r:23d51440-eac23ce1 Brock Hall Unsorted Points P6 JCL-NAE11/FC-A.FEC-11A-08.P6-S,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004561,✓,JCL-NAE11/FC-A.FEC-11A-08.P6-S,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","Off,On",P6,@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T13:32:38-07:00 Los_Angeles,"","",11619,2019-01-16T20:18:23-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:14:32.427-07:00 Los_Angeles,"","","",Run Status,"",BI3003867,"","","","",✓,"","","","",✓,"","",✓,"",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"","",JCL-NAE11/FC-A.FEC-11A-08.P6-S.Trend1,Los_Angeles,"","","","","",2020-05-12T11:03:27.528Z UTC
@p:ubcv:r:23d51440-6b5754bc Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-06.OA Flow,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004470,✓,JCL-NAE11/FC-A.FEC-11A-06.OA Flow,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",45534,2019-01-18T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:32.336-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-06.OA Flow,✓,AV3003790,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-06.OA Flow.Trend1,Los_Angeles,L/s,"","","","",2020-04-09T19:01:59.104Z UTC
@p:ubcv:r:24edab69-02b0950c Brock Hall Unsorted Points JCL-NAE11/Schedule.Aeration Blower Schedule,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),SCH3002994,"",✓,JCL-NAE11/Schedule.Aeration Blower Schedule,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","",unknown,"","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2019-08-21T08:45:00-07:00 Los_Angeles,"","",182,2019-08-19T12:26:00-07:00 Los_Angeles,"","","","",✓,Number,"","","","",Scheduled Occupancy,"","","","","","",✓,"","","","","","","","",✓,"",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","","",Los_Angeles,"","","","","",2019-11-07T23:48:39.867Z UTC
@p:ubcv:r:23d51440-2caabf5c Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-07.WM-2-PULSE.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3005093,✓,JCL-NAE11/FC-A.FEC-11A-07.WM-2-PULSE.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",27116,2019-08-01T04:30:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:32.373-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-07.WM-2-PULSE.Trend1,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","",✓,"","",Los_Angeles,_,"","","","",2020-04-09T19:15:03.89Z UTC
@p:ubcv:r:23d51440-d4b82994 Brock Hall Unsorted Points JCL-NAE11/FC-A.VND-11A-46.AI-1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004431,✓,JCL-NAE11/FC-A.VND-11A-46.AI-1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.093-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.VND-11A-46.AI-1,✓,AI3003480,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.VND-11A-46.AI-1.Trend1,Los_Angeles,kW,"","","","",2020-04-09T19:01:59.111Z UTC
@p:ubcv:r:23d5143f-869d1bdd Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-11.HTG-O,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3003986,✓,JCL-NAE11/FC-A.VMA-11A-11.HTG-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,✓,✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22922,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:14:18.105-07:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO3003172,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE11/FC-A.VMA-11A-11.HTG-O.Trend1,Los_Angeles,%,"",✓,✓,"",2020-04-14T16:50:01.348Z UTC
@p:ubcv:r:23d51440-7cac8038 Brock Hall Unsorted Points JCL-NAE11/FC-A.VND-11A-46.AI-3,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004433,✓,JCL-NAE11/FC-A.VND-11A-46.AI-3,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.118-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.VND-11A-46.AI-3,✓,AI3003482,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.VND-11A-46.AI-3.Trend1,Los_Angeles,°C,"","","","",2020-04-09T19:01:59.114Z UTC
@p:ubcv:r:23d51440-c89f8040 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-08.EF-3 EF3-S,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004546,✓,JCL-NAE11/FC-A.FEC-11A-08.EF-3 EF3-S,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,✓,✓,"",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-09T08:15:42-07:00 Los_Angeles,"","",259,2018-06-13T12:57:12-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:14:16.528-07:00 Los_Angeles,"","","",Exhaust Fan Run Status,"",BI3003852,"","","","",✓,"","","","","","","",✓,"",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-08.EF-3 EF3-S.Trend1,Los_Angeles,"","","","","",2020-04-08T18:55:51.21Z UTC
@p:ubcv:r:23d51440-ecd854a4 Brock Hall Unsorted Points JCL-NAE11/FC-A.VND-11A-46.AI-2,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004432,✓,JCL-NAE11/FC-A.VND-11A-46.AI-2,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.139-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.VND-11A-46.AI-2,✓,AI3003481,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.VND-11A-46.AI-2.Trend1,Los_Angeles,L/s,"","","","",2020-04-09T19:01:59.116Z UTC
@p:ubcv:r:23d51440-b00c80a2 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-08.DHWT DHWT2-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004539,✓,JCL-NAE11/FC-A.FEC-11A-08.DHWT DHWT2-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68635,2019-01-17T14:50:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:33.118-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-08.DHWT DHWT2-T,✓,AI3003843,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-08.DHWT DHWT2-T.Trend1,Los_Angeles,°C,"","","","",2020-04-09T19:01:59.118Z UTC
@p:ubcv:r:23d51440-acf8c0bf Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-08.DHW-DHCV2,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004537,✓,JCL-NAE11/FC-A.FEC-11A-08.DHW-DHCV2,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68613,2019-01-17T14:50:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:33.143-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-08.DHW-DHCV2,✓,AO3003840,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-08.DHW-DHCV2.Trend1,Los_Angeles,_,"","","","",2020-04-09T19:15:03.919Z UTC
