id,air,alarm,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,covTest,current,damper,delta,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,filter,flow,gas,groupRef,heating,highLim,his,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,lowLim,max,min,mode,navName,noTagMatch,objectId,occ,outside,point,pointType,power,pressure,ptTest,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,tags,temp,testUnits,tlName,tz,unit,utilityPoint,volt,voltage,volume,water,zone,mod
@p:ubcv:r:23d11b9d-e848cf9f NSDC Unsorted Points NSDC_AHU1_VAV_MIN_PRES_REQ_SP,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),TL37,✓,NSDC_AHU1_VAV_MIN_PRES_REQ_SP,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:45:28-07:00 Los_Angeles,"","",44842,2019-01-13T12:37:26-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:45:54.479-07:00 Los_Angeles,"","","","","","",NSDC_AHU1_VAV_MIN_PRES_REQ_SP,✓,AV10,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_AHU1_VAV_MIN_PRES_REQ_SP_POLL_TL,Los_Angeles,_,"","","","","","",2020-04-09T19:15:29.035Z UTC
@p:ubcv:r:23d11f17-bee81258 NSDC Unsorted Points NSDC_AHU2_SFS_BV_MUXED_CP780233,"","",@p:ubcv:r:23d10ff4-e6610e2a NSDC NSDC_VAV213_RM221_221B (780233),TL94,✓,NSDC_AHU2_SFS_BV_MUXED_CP780233,"","",@p:ubcv:r:23d10ff4-e6610e2a NSDC NSDC_VAV213_RM221_221B (780233),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T05:02:45-07:00 Los_Angeles,"","",1619,2019-01-10T22:00:38-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:51:46.116-07:00 Los_Angeles,"","","","","","",NSDC_AHU2_SFS_BV_MUXED_CP780233,✓,BV12,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_AHU2_SFS_BV_MUXED_CP780233_POLL_TL,Los_Angeles,"","","","","","","",2020-04-08T18:54:47.399Z UTC
@p:ubcv:r:23d11efb-29ed0dc9 NSDC Unsorted Points NSDC_VAV212_RM223_DMP,✓,"",@p:ubcv:r:23d10ff4-4dfbe486 NSDC NSDC_VAV212_RM223 (780232),TL6,✓,NSDC_VAV212_RM223_DMP,✓,"",@p:ubcv:r:23d10ff4-4dfbe486 NSDC NSDC_VAV212_RM223 (780232),"","",✓,"","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:50-07:00 Los_Angeles,"","",43431,2019-01-13T13:06:07-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:38.212-07:00 Los_Angeles,2019-01-23T16:52:53.987-08:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"",AV16,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","","",NSDC_VAV212_RM223_DMP_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:44.983Z UTC
@p:ubcv:r:23d11b9d-bfa37c51 NSDC Unsorted Points NSDC_AHU1_NSB_BV,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),TL266,✓,NSDC_AHU1_NSB_BV,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"","","","","","",ok,"","",Bool,2020-05-12T15:45:51.965-07:00 Los_Angeles,"","","","","","",NSDC_AHU1_NSB_BV,✓,BV1,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_AHU1_NSB_BV_COV_TL,Los_Angeles,"","","","","","","",2020-04-08T18:48:51.444Z UTC
@p:ubcv:r:23d11f7f-a14d23eb NSDC Unsorted Points NSDC_VAV216_RM200_RT,✓,"",@p:ubcv:r:23d10ff4-2230a2fe NSDC NSDC_VAV216_RM200 (780236),TL96,✓,NSDC_VAV216_RM200_RT,"","",@p:ubcv:r:23d10ff4-2230a2fe NSDC NSDC_VAV216_RM200 (780236),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:54-07:00 Los_Angeles,"","",42676,2019-01-13T13:05:40-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:30.943-07:00 Los_Angeles,2019-01-23T16:53:01.503-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI101,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",NSDC_VAV216_RM200_RT_POLL_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:45.026Z UTC
@p:ubcv:r:23d11a8e-0f17b1ea NSDC Unsorted Points NSDC_2N1L_PWR_MTR_PHASE_A_VOLTAGE,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1397,✓,NSDC_2N1L_PWR_MTR_PHASE_A_VOLTAGE,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:46-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:16-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:47.848-07:00 Los_Angeles,"","","","","","",NSDC_2N1L_PWR_MTR_PHASE_A_VOLTAGE,✓,AV1361,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_2N1L_PWR_MTR_PHASE_A_VOLTAGE_POLL_TL,Los_Angeles,V,"","","","","","",2020-04-09T19:02:44.323Z UTC
@p:ubcv:r:23d11b9e-9a2aae9e NSDC Unsorted Points NSDC_EF05_VFD_POWER,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),TL593,✓,NSDC_EF05_VFD_POWER,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),"","","","","",$equipRef $bmsName,"","",✓,"","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:45:31-07:00 Los_Angeles,"","",44842,2019-01-13T12:37:29-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:45:56.04-07:00 Los_Angeles,2019-01-23T16:53:20.843-08:00 Los_Angeles,"","","","","",Power,"",AV445,"","",✓,"",✓,"","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:23e65d0f-1a1d5719 .+_POWER(_TL)?,"","","",NSDC_EF05_VFD_POWER_POLL_TL,Los_Angeles,kW,"","","","","","",2020-04-09T19:02:44.692Z UTC
@p:ubcv:r:23d11b9d-e202d64c NSDC Unsorted Points NSDC_AHU2_MODE_MV,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),TL264,✓,NSDC_AHU2_MODE_MV,✓,"",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),"","","","","",$equipRef $bmsName,"","","","","","","OS,OCCUPIED,NSB HEATING,STANDBY,5,ALARM,PURGE,OVERRIDE,UNOCCUPIED,DAY SB HEATING","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,✓,"",✓,"-1 enumNumberToStr(self, false)",2020-05-12T15:45:28-07:00 Los_Angeles,"","",44842,2019-01-13T12:37:25-08:00 Los_Angeles,ok,"","",Str,2020-05-12T15:45:53.4-07:00 Los_Angeles,2019-01-23T16:53:19.283-08:00 Los_Angeles,"","","","",✓,Heating Mode,"",MSV2,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:23e65d0e-9a375203 .+_MODE_MV(_TL)?,"","","",NSDC_AHU2_MODE_MV_POLL_TL,Los_Angeles,"","","","","","","",2020-04-08T18:48:51.587Z UTC
@p:ubcv:r:23d11a8d-c083b386 NSDC Unsorted Points NSDC_HWS_LAG_PUMP_VFD_S_BV,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL105,✓,NSDC_HWS_LAG_PUMP_VFD_S_BV,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-04-29T09:19:13-07:00 Los_Angeles,"","",462,2019-01-15T00:07:17-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:42:41.015-07:00 Los_Angeles,"","","","","","",NSDC_HWS_LAG_PUMP_VFD_S_BV,✓,BV37,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_HWS_LAG_PUMP_VFD_S_BV_COV_TL,Los_Angeles,"","","","","","","",2020-04-08T18:49:21.179Z UTC
@p:ubcv:r:23d11a8e-ae09e230 NSDC Unsorted Points NSDC_6N1M_PWR_MTR_TOTAL_APPARENT_POWER,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1159,✓,NSDC_6N1M_PWR_MTR_TOTAL_APPARENT_POWER,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","",✓,"","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,VA => kW,2020-05-12T15:32:42-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:16-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:47.868-07:00 Los_Angeles,2019-01-23T16:52:59.429-08:00 Los_Angeles,"","","","","",Power,"",AV1104,"","",✓,"",✓,"","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:23e65d0f-1a1d5719 .+_POWER(_TL)?,"","","",NSDC_6N1M_PWR_MTR_TOTAL_APPARENT_POWER_POLL_TL,Los_Angeles,kW,"","","","","","",2020-04-21T20:27:36.328Z UTC
@p:ubcv:r:23d11b9e-f39d27d9 NSDC Unsorted Points NSDC_AHU2_MIN_VAR,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),TL85,✓,NSDC_AHU2_MIN_VAR,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:45:28-07:00 Los_Angeles,"","",44842,2019-01-13T12:37:29-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:45:56.063-07:00 Los_Angeles,"","","","","","",NSDC_AHU2_MIN_VAR,✓,AV54,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_AHU2_MIN_VAR_POLL_TL,Los_Angeles,°C,"","","","","","",2020-04-09T19:02:44.699Z UTC
@p:ubcv:r:23d11ce8-e7b6c287 NSDC Unsorted Points NSDC_VAV312_RM301E_MO,"","",@p:ubcv:r:23d10ff4-c09af91b NSDC NSDC_VAV312_RM301E (780212),TL96,✓,NSDC_VAV312_RM301E_MO,"","",@p:ubcv:r:23d10ff4-c09af91b NSDC NSDC_VAV312_RM301E (780212),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-04-28T12:11:20-07:00 Los_Angeles,"","",81382,2019-01-15T13:13:21-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:42:42.001-07:00 Los_Angeles,2019-01-23T16:52:51.005-08:00 Los_Angeles,"","","","","",Occupancy Sensor,"",BI105,✓,"",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:23e65d0e-5cfced55 .+_MO(_BV)?(_TL)?,"","","",NSDC_VAV312_RM301E_MO_COV_TL,Los_Angeles,"","","","","","","",2020-04-08T18:54:44.838Z UTC
@p:ubcv:r:23d11d9f-20daf212 NSDC Unsorted Points NSDC_VAV201_RM201_RT_SP,✓,"",@p:ubcv:r:23d10ff4-ef666b87 NSDC NSDC_VAV201_RM201 (780221),TL2,✓,NSDC_VAV201_RM201_RT_SP,"","",@p:ubcv:r:23d10ff4-ef666b87 NSDC NSDC_VAV201_RM201 (780221),"","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:28:50-07:00 Los_Angeles,"","",42674,2019-01-13T13:06:14-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:41:22.9-07:00 Los_Angeles,2019-01-23T16:53:09.278-08:00 Los_Angeles,"","","","","",Zone Temp Effective Sp,"",AV6,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",NSDC_VAV201_RM201_RT_SP_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:44.877Z UTC
@p:ubcv:r:23d11efb-0cb2a64e NSDC Unsorted Points NSDC_VAV212_RM223_RT,✓,"",@p:ubcv:r:23d10ff4-4dfbe486 NSDC NSDC_VAV212_RM223 (780232),TL96,✓,NSDC_VAV212_RM223_RT,"","",@p:ubcv:r:23d10ff4-4dfbe486 NSDC NSDC_VAV212_RM223 (780232),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:50-07:00 Los_Angeles,"","",43497,2019-01-13T13:06:04-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:37.622-07:00 Los_Angeles,2019-01-23T16:52:55.586-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI101,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",NSDC_VAV212_RM223_RT_POLL_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:44.984Z UTC
@p:ubcv:r:23d11a8f-a3998933 NSDC Unsorted Points NSDC_WM3_MTR_LAST_JAN,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL400,✓,NSDC_WM3_MTR_LAST_JAN,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),✓,"","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:39-07:00 Los_Angeles,"",cov,45347,2019-01-13T12:38:16-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:46.248-07:00 Los_Angeles,"","","","","","",NSDC_WM3_MTR_LAST_JAN,✓,AV77,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_WM3_MTR_LAST_JAN_POLL_TL,Los_Angeles,L,"","","","","","",2020-04-09T19:02:44.335Z UTC
@p:ubcv:r:23d11a8f-760aa157 NSDC Unsorted Points NSDC_GM4_MTR_CURRENT_PULSES,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL274,✓,NSDC_GM4_MTR_CURRENT_PULSES,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:42-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:17-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:46.259-07:00 Los_Angeles,"","","","","","",NSDC_GM4_MTR_CURRENT_PULSES,✓,AV218,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_GM4_MTR_CURRENT_PULSES_POLL_TL,Los_Angeles,_,"","","","","","",2020-04-09T19:15:28.954Z UTC
@p:ubcv:r:23d11fb4-b6913532 NSDC Unsorted Points NSDC_VAV217_RM230_RT_AV,✓,"",@p:ubcv:r:23d10ff4-511b097f NSDC NSDC_VAV217_RM230_AHU3_DH (780237),TL1,✓,NSDC_VAV217_RM230_RT_AV,"","",@p:ubcv:r:23d10ff4-511b097f NSDC NSDC_VAV217_RM230_AHU3_DH (780237),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:43:30-07:00 Los_Angeles,"","",43055,2019-01-13T13:06:06-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:48:09.255-07:00 Los_Angeles,2019-01-23T16:53:02.475-08:00 Los_Angeles,"","","","","",Zone Temp,"",AV24,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",NSDC_VAV217_RM230_RT_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:45.044Z UTC
@p:ubcv:r:23d11abc-a9c7baa1 NSDC Unsorted Points NSDC_VAV105_RM107_VLV,"","",@p:ubcv:r:23d10ea4-b4f0e7bb NSDC NSDC_VAV105_RM107 (780103),TL97,✓,NSDC_VAV105_RM107_VLV,"","",@p:ubcv:r:23d10ea4-b4f0e7bb NSDC NSDC_VAV105_RM107 (780103),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:43:30-07:00 Los_Angeles,"","",44365,2019-01-13T12:35:37-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:37.568-07:00 Los_Angeles,"","","","","","",NSDC_VAV105_RM107_VLV,✓,AO3,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV105_RM107_VLV_POLL_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:44.405Z UTC
@p:ubcv:r:23d11ca4-2364aeee NSDC Unsorted Points NSDC_VAV309_RM301_RM301L_FLW,✓,"",@p:ubcv:r:23d10ff4-85926992 NSDC NSDC_VAV309_RM301L_301 (780209),TL3,✓,NSDC_VAV309_RM301_RM301L_FLW,"","",@p:ubcv:r:23d10ff4-85926992 NSDC NSDC_VAV309_RM301L_301 (780209),"","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","",✓,"",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:45:45-07:00 Los_Angeles,"","",43622,2019-01-13T12:52:45-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:46:54.365-07:00 Los_Angeles,2019-01-23T16:52:49.265-08:00 Los_Angeles,"","","","","",Discharge Air Flow,"",AV18,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV309_RM301_RM301L_FLW_TL,Los_Angeles,L/s,"","","","","","",2020-04-09T19:02:44.815Z UTC
@p:ubcv:r:23d11d74-33895518 NSDC Unsorted Points NSDC_VAV316_RM315_RM317_OperationMode,"","",@p:ubcv:r:23d10ff4-473f372e NSDC NSDC_VAV316_RM315_317 (780216),TL13,✓,NSDC_VAV316_RM315_RM317_OperationMode,"","",@p:ubcv:r:23d10ff4-473f372e NSDC NSDC_VAV316_RM315_317 (780216),"","","","","",$equipRef $bmsName,"","","","","","","OS,OCCUPIED,NSB HEATING,NSB UNOCCUPIED,OVERRIDE,DAY SB","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"-1 enumNumberToStr(self, false)",2020-05-12T05:00:16-07:00 Los_Angeles,"","",1092,2019-01-10T22:00:08-08:00 Los_Angeles,ok,"","",Str,2020-05-12T15:45:14.204-07:00 Los_Angeles,2019-01-23T16:53:06.313-08:00 Los_Angeles,"","","","",✓,Operation Mode,"",MSV3,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","","",NSDC_VAV316_RM315_RM317_OperationMode_TL,Los_Angeles,"","","","","","","",2020-04-08T18:53:46.602Z UTC
@p:ubcv:r:23d11a8e-7ea4099f NSDC Unsorted Points NSDC_2N1L_PWR_MTR_PHASE_C_REACTIVE_POWER,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1408,✓,NSDC_2N1L_PWR_MTR_PHASE_C_REACTIVE_POWER,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","",✓,"","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,VAR => kW,2020-05-12T15:32:37-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:13-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:43.288-07:00 Los_Angeles,2019-01-23T16:52:49.447-08:00 Los_Angeles,"","","","","",Power,"",AV1372,"","",✓,"",✓,"","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:23e65d0f-1a1d5719 .+_POWER(_TL)?,"","","",NSDC_2N1L_PWR_MTR_PHASE_C_REACTIVE_POWER_POLL_TL,Los_Angeles,kW,"","","","","","",2020-04-17T22:28:17.076Z UTC
@p:ubcv:r:23d11ee1-33abc9c5 NSDC Unsorted Points NSDC_VAV211_RM219A_RT,✓,"",@p:ubcv:r:23d10ff4-a00d027c NSDC NSDC_VAV211_RM219A (780231),TL97,✓,NSDC_VAV211_RM219A_RT,"","",@p:ubcv:r:23d10ff4-a00d027c NSDC NSDC_VAV211_RM219A (780231),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:54-07:00 Los_Angeles,"","",42961,2019-01-13T13:05:31-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:45:55.788-07:00 Los_Angeles,2019-01-23T16:53:06.051-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI101,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",NSDC_VAV211_RM219A_RT_POLL_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:44.974Z UTC
@p:ubcv:r:23d11ec8-0a5ab97e NSDC Unsorted Points NSDC_VAV210_RM222_SAT,✓,"",@p:ubcv:r:23d10ff4-b1af6622 NSDC NSDC_VAV210_RM222 (780230),TL96,✓,NSDC_VAV210_RM222_SAT,"","",@p:ubcv:r:23d10ff4-b1af6622 NSDC NSDC_VAV210_RM222 (780230),"","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:56-07:00 Los_Angeles,"","",43623,2019-01-13T13:05:41-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:44:35.76-07:00 Los_Angeles,2019-01-23T16:52:48.854-08:00 Los_Angeles,"","","","","",Discharge Air Temp,"",AI1,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,"",✓,"",NSDC_VAV210_RM222_SAT_POLL_TL,Los_Angeles,°C,"","","","","","",2020-04-09T19:02:44.964Z UTC
