id,ahu,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chemN_1809_FHOpt,chemN_CPP,chilled,chiller,cmd,co2,condenser,connRef,coolingTower,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,groupRef,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mixing,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,preFilter,pressure,proj_1830_3W2W,pump,quantityID,rad,return,roomRef,run,runtime,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:238a0dc3-4bbe8e50 Chem North Rm E111C VAV-E111C JCL-NAE19/N2-A.19A106VM.WC-ADJ,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3003403,✓,JCL-NAE19/N2-A.19A106VM.WC-ADJ,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:248034ca-ef9a41d8 Chem North Rm E111C VAV-E111C,"","","","",@p:ubcv:r:248034ca-7b683009 Chem North Basement,"","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",77001,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.811-07:00 Los_Angeles,2018-11-25T13:45:23.468-08:00 Los_Angeles,"","","","","","",JCL-NAE19/N2-A.19A106VM.WC-ADJ,✓,AI3001168,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:248034ca-79103740 Chem North Rm E111C,"","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/N2-A.19A106VM.WC-ADJ.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:01.247Z UTC
@p:ubcv:r:238a0dc3-c80661c2 Chem North Rm E211 VAV-E211 JCL-NAE19/N2-A.19A112VM.ZN-T,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3001393,✓,JCL-NAE19/N2-A.19A112VM.ZN-T,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:248034ca-569b6c12 Chem North Rm E211 VAV-E211,"","","","",@p:ubcv:r:248034ca-1326c828 Chem North Floor 1,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",25667,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.631-07:00 Los_Angeles,2018-12-07T09:45:30.708-08:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3001391,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:248034ca-0523a3c7 Chem North Rm E211,"","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE19/N2-A.19A112VM.ZN-T.Trend,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:01.249Z UTC
@p:ubcv:r:238a0dc2-5080eed5 Lab E415 EV-02 JCL-NAE19/N2-A.19A126DX.EV-E02-F,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000189,✓,JCL-NAE19/N2-A.19A126DX.EV-E02-F,✓,"","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:248059b9-784b3034 Lab E415 EV-02,✓,"","",✓,@p:ubcv:r:2203b248-8ad86041 Chem North Air Systems,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51017,2018-11-22T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.814-07:00 Los_Angeles,2018-11-25T13:45:23.951-08:00 Los_Angeles,"","","","","","",Exhaust Air Flow,"",AI3000188,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2480598d-eae27103 Lab E415,"","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:24808299-5ddfbef9 .+(\.|-| )E(V|F)-?(E|D)?\d+-F(.+)?,"","",JCL-NAE19/N2-A.19A126DX.EV-E02-F.Trend,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:01.252Z UTC
@p:ubcv:r:238a0dc3-20ff7b1e Chem North Unsorted Points JCL-NAE19/Programming.HVAC.AHU-E1.VAV-DMP-MAX,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3005736,✓,JCL-NAE19/Programming.HVAC.AHU-E1.VAV-DMP-MAX,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2347bb51-be9dbfce Chem North Unsorted Points,"","","","",@p:ubcv:r:2347bb51-3ed5edcb Chem North Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12995,2018-11-17T18:00:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.64-07:00 Los_Angeles,2018-11-25T13:45:23.671-08:00 Los_Angeles,"","","","","","",JCL-NAE19/Programming.HVAC.AHU-E1.VAV-DMP-MAX,✓,AV3005735,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/Programming.HVAC.AHU-E1.VAV-DMP-MAX.Trend1,Los_Angeles,%,"","","","","",2020-04-09T19:02:01.253Z UTC
@p:ubcv:r:238a0dc3-ff45f5dd Chem North Unsorted Points JCL-NAE19/Programming.HVAC.AHU-E1.VAV-CLG-DMD-AVG,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3005618,✓,JCL-NAE19/Programming.HVAC.AHU-E1.VAV-CLG-DMD-AVG,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2347bb51-be9dbfce Chem North Unsorted Points,"","","","",@p:ubcv:r:2347bb51-3ed5edcb Chem North Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",25903,2018-11-19T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.642-07:00 Los_Angeles,2018-11-25T13:45:23.64-08:00 Los_Angeles,"","","","","","",JCL-NAE19/Programming.HVAC.AHU-E1.VAV-CLG-DMD-AVG,✓,AV3005617,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/Programming.HVAC.AHU-E1.VAV-CLG-DMD-AVG.Trend1,Los_Angeles,%,"","","","","",2020-04-09T19:02:01.254Z UTC
@p:ubcv:r:238a0dc2-2958d4b7 Chem North Domestic Heating Plant JCL-NAE19/N2-A.19A001DX.DHWS-T,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000211,✓,JCL-NAE19/N2-A.19A001DX.DHWS-T,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24805dca-839a2f8f Chem North Domestic Heating Plant,"","","","",@p:ubcv:r:21dff50a-f2e59374 Chem North Hydronic Systems,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",25667,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:22:58.643-07:00 Los_Angeles,2018-12-07T09:45:32.107-08:00 Los_Angeles,✓,"","","","","",Leaving Hot Water Temp,"",AI3000210,"","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-ed0666fe .+(\.|-|_)DHWS\d?-T,"",✓,JCL-NAE19/N2-A.19A001DX.DHWS-T.Trend,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:02:01.256Z UTC
@p:ubcv:r:22724d83-ddacc10e Chem North Cooling Plant CH-1 JCL-NAE19/N2-A.19A003DX.CH1-C,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000447,✓,JCL-NAE19/N2-A.19A003DX.CH1-C,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:22725012-8c971afd Chem North Cooling Plant CH-1,"","","","",@p:ubcv:r:21dff50a-f2e59374 Chem North Hydronic Systems,"","",✓,"","","",2020-01-08T08:07:21-08:00 Los_Angeles,"","",55,2018-02-08T20:23:16-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.458-07:00 Los_Angeles,2018-07-30T13:54:04.243-07:00 Los_Angeles,"","","","","","",JCL-NAE19/N2-A.19A003DX.CH1-C,✓,BO3000446,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/N2-A.19A003DX.CH1-C.Trend,Los_Angeles,"","","","","","",2020-04-08T18:55:37.323Z UTC
@p:ubcv:r:238a0dc3-69e61ac3 Chem North Unsorted Points JCL-NAE19/BACnet1.ChemE_EMTR.AI-10,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3008124,✓,JCL-NAE19/BACnet1.ChemE_EMTR.AI-10,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2347bb51-be9dbfce Chem North Unsorted Points,"","","","",@p:ubcv:r:2347bb51-3ed5edcb Chem North Unsorted Points,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51467,2018-11-21T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.816-07:00 Los_Angeles,2018-11-25T13:45:23.623-08:00 Los_Angeles,"","","","","","",JCL-NAE19/BACnet1.ChemE_EMTR.AI-10,✓,AI3008112,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/BACnet1.ChemE_EMTR.AI-10.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:01.257Z UTC
@p:ubcv:r:238a0dc3-8e2dbe72 Chem North AHU-2 JCL-NAE19/FCB-02.FEC-006.CPP.FS_test Bypass Alarm,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3009212,✓,JCL-NAE19/FCB-02.FEC-006.CPP.FS_test Bypass Alarm,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Normal,Alarm","",@p:ubcv:r:24803646-eb7fbf79 Chem North AHU-2,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-01-08T08:07:21-08:00 Los_Angeles,"","",4,2018-12-20T12:41:09-08:00 Los_Angeles,ok,"","",✓,"",Str,2020-05-12T14:22:58.46-07:00 Los_Angeles,2018-11-25T13:45:23.681-08:00 Los_Angeles,"","","","","","",JCL-NAE19/FCB-02.FEC-006.CPP.FS_test Bypass Alarm,✓,MSV3009210,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/FCB-02.FEC-006.CPP.FS_test Bypass Alarm.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:21.56Z UTC
@p:ubcv:r:238a0dc3-82de227e Chem North AHU-2 JCL-NAE19/FCB-02.FEC-006.DPR1-O,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3009018,✓,JCL-NAE19/FCB-02.FEC-006.DPR1-O,"","","","",✓,"","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24803646-eb7fbf79 Chem North AHU-2,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51017,2018-11-22T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.818-07:00 Los_Angeles,2018-12-07T09:45:31.661-08:00 Los_Angeles,"","","","","","",Outside Air Damper Cmd,"",AO3009017,"","","","",✓,"",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/FCB-02.FEC-006.DPR1-O.Trend1,Los_Angeles,_,"","","","","",2020-04-09T19:15:04.389Z UTC
@p:ubcv:r:238a0dc3-bf226720 Chem North Unsorted Points JCL-NAE19/BACnet1.ChemE_EMTR.AI-9,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3008125,✓,JCL-NAE19/BACnet1.ChemE_EMTR.AI-9,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2347bb51-be9dbfce Chem North Unsorted Points,"","","","",@p:ubcv:r:2347bb51-3ed5edcb Chem North Unsorted Points,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51467,2018-11-21T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.819-07:00 Los_Angeles,2018-11-25T13:45:23.623-08:00 Los_Angeles,"","","","","","",JCL-NAE19/BACnet1.ChemE_EMTR.AI-9,✓,AI3008113,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/BACnet1.ChemE_EMTR.AI-9.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:01.259Z UTC
@p:ubcv:r:238a0dc3-82e91027 Chem North Rm E313A VAV-E313A JCL-NAE19/N2-A.19A119VM.ZN-T,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3001638,✓,JCL-NAE19/N2-A.19A119VM.ZN-T,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:248034ca-fe25e12b Chem North Rm E313A VAV-E313A,"","","","",@p:ubcv:r:248034ca-f3b563ef Chem North Floor 2,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",25667,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.645-07:00 Los_Angeles,2018-12-07T09:45:27.83-08:00 Los_Angeles,"","","","","","",Zone Temp,"","","","","","","","",✓,✓,"","","","","","","","",@p:ubcv:r:248034ca-e771a65e Chem North Rm E313A,"","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE19/N2-A.19A119VM.ZN-T.Trend,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:01.26Z UTC
@p:ubcv:r:238a0dc3-8b88a924 Chem North Lab E413 EV-14 JCL-NAE19/N2-A.19A126DX.EV-E14-A,"",✓,✓,@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000605,✓,JCL-NAE19/N2-A.19A126DX.EV-E14-A,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Alarm,Normal","",@p:ubcv:r:248059f3-ccbcb92c Chem North Lab E413 EV-14,✓,✓,"","",@p:ubcv:r:2203b248-8ad86041 Chem North Air Systems,"","",✓,"","","",2020-04-09T09:17:46-07:00 Los_Angeles,"","",26,2018-12-20T12:41:09-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.463-07:00 Los_Angeles,2018-12-07T09:45:31.682-08:00 Los_Angeles,"","","","","","",Exhaust Air Fan Alarm,"",BI3000604,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2480599d-aa77df31 Chem North Lab E413,"","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:258694ff-feac8f01 .+(\.|-| |_)(EF|EV)-.+-A(LM)?,"","",JCL-NAE19/N2-A.19A126DX.EV-E14-A.Trend,Los_Angeles,"","","","","","",2020-04-08T18:55:31.036Z UTC
@p:ubcv:r:238a0dc3-7e6f8f85 Chem North Rm E420 Zone JCL-NAE19/N2-A.19A125VA.RAD1-ASP,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3002482,✓,JCL-NAE19/N2-A.19A125VA.RAD1-ASP,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:248034ca-cabfff0e Chem North Rm E420 Zone,"","","","",@p:ubcv:r:248034ca-f0c31ae3 Chem North Floor 3,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6408,2018-11-21T22:00:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.465-07:00 Los_Angeles,2019-05-29T14:15:37.299-07:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AI3001821,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:248034ca-e96deaa0 Chem North Rm E420,"","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"",✓,"","","","",@p:ubcv:r:23e65d3e-cee2baec .+(\.|-| )RAD\d-ASP,"",✓,JCL-NAE19/N2-A.19A125VA.RAD1-ASP.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:01.264Z UTC
@p:ubcv:r:238a0dc3-ee919840 Chem North AHU-2 JCL-NAE19/FCB-02.FEC-006.DPR2-O,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3009020,✓,JCL-NAE19/FCB-02.FEC-006.DPR2-O,"","","","",✓,"","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24803646-eb7fbf79 Chem North AHU-2,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51017,2018-11-22T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.823-07:00 Los_Angeles,2018-12-07T09:45:31.649-08:00 Los_Angeles,"","","","","","",Outside Air Damper Cmd,"",AO3009019,"","","","",✓,"",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/FCB-02.FEC-006.DPR2-O.Trend1,Los_Angeles,_,"","","","","",2020-04-09T19:15:04.39Z UTC
@p:ubcv:r:238a0dc3-ccae95bc Chem North AHU-1 JCL-NAE19/N2-A.19A007DX.HORN-C,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000525,✓,JCL-NAE19/N2-A.19A007DX.HORN-C,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:248034e6-55f973a1 Chem North AHU-1,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-02-07T08:39:48-08:00 Los_Angeles,"","",44,2018-12-20T12:41:09-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.468-07:00 Los_Angeles,2018-11-25T13:45:23.724-08:00 Los_Angeles,"","","","","","",JCL-NAE19/N2-A.19A007DX.HORN-C,✓,BO3000524,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/N2-A.19A007DX.HORN-C.Trend,Los_Angeles,"","","","","","",2020-04-08T18:55:25.154Z UTC
@p:ubcv:r:22724f41-f7714cbf Chem North Cooling Plant JCL-NAE19/N2-A.19A020VN.C2 Suct Temp,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3003101,✓,JCL-NAE19/N2-A.19A020VN.C2 Suct Temp,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24806fe2-a36e5302 Chem North Cooling Plant,"","","","",@p:ubcv:r:21dff50a-f2e59374 Chem North Hydronic Systems,"","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",106396,2018-04-23T13:40:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.824-07:00 Los_Angeles,2018-07-30T13:54:04.231-07:00 Los_Angeles,"","","","","","",JCL-NAE19/N2-A.19A020VN.C2 Suct Temp,✓,AI3000651,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/N2-A.19A020VN.C2 Suct Temp.Trend1,Los_Angeles,°F,"","","","","",2020-04-09T19:02:01.265Z UTC
@p:ubcv:r:238a0dc3-86c644fd Chem North Unsorted Points JCL-NAE19/Programming.HVAC.AHU-E1.Lowest Zone.NSB-S,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3006118,✓,JCL-NAE19/Programming.HVAC.AHU-E1.Lowest Zone.NSB-S,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:2347bb51-be9dbfce Chem North Unsorted Points,"","","","",@p:ubcv:r:2347bb51-3ed5edcb Chem North Unsorted Points,"","",✓,"","","",2020-03-20T14:30:44-07:00 Los_Angeles,"","",222,2018-11-30T22:05:38-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.472-07:00 Los_Angeles,2018-11-25T13:45:23.313-08:00 Los_Angeles,"","","","","","",JCL-NAE19/Programming.HVAC.AHU-E1.Lowest Zone.NSB-S,✓,BV3006117,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/Programming.HVAC.AHU-E1.Lowest Zone.NSB-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:49:34.97Z UTC
@p:ubcv:r:238a0dc3-549f1f4a Chem North Domestic Heating Plant JCL-NAE19/N2-A.19A001DX.DHX1-MV-O,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3008141,✓,JCL-NAE19/N2-A.19A001DX.DHX1-MV-O,"","","","",✓,"","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24805dca-839a2f8f Chem North Domestic Heating Plant,"","","","",@p:ubcv:r:21dff50a-f2e59374 Chem North Hydronic Systems,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51467,2018-11-21T05:30:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:22:58.826-07:00 Los_Angeles,2018-11-29T16:56:35.34-08:00 Los_Angeles,"","","","",✓,"",Mixing Valve Cmd,"",AO3008140,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:2400a18c-5391e21e .+(\.|-|_)MV(\d)?-O,"","",JCL-NAE19/N2-A.19A001DX.DHX1-MV-O.Trend1,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:01.266Z UTC
@p:ubcv:r:238a0dc3-165f2c3c Chem North Lab E413 Zone JCL-NAE19/N2-A.19A126DX.APM-1-A,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000587,✓,JCL-NAE19/N2-A.19A126DX.APM-1-A,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Normal,Alarm","",@p:ubcv:r:248034ca-4efa625a Chem North Lab E413 Zone,"","","","",@p:ubcv:r:248034ca-f0c31ae3 Chem North Floor 3,"","",✓,"","","",2020-01-08T08:07:21-08:00 Los_Angeles,"","",4,2018-12-20T12:41:09-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.475-07:00 Los_Angeles,2018-12-07T09:45:31.547-08:00 Los_Angeles,"","","","","","",JCL-NAE19/N2-A.19A126DX.APM-1-A,✓,BI3000586,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:248034ca-0a40699d Lab E413-E415,"","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/N2-A.19A126DX.APM-1-A.Trend,Los_Angeles,"","","","","","",2020-04-08T18:55:24.148Z UTC
@p:ubcv:r:238a0dc3-aa05f404 Chem North EF-1 JCL-NAE19/FCB-02.VND-007.CURRENT,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3009905,✓,JCL-NAE19/FCB-02.VND-007.CURRENT,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24803646-0ebd3953 Chem North EF-1,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51018,2018-11-22T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.827-07:00 Los_Angeles,2018-11-25T13:45:23.429-08:00 Los_Angeles,"","","","","","",JCL-NAE19/FCB-02.VND-007.CURRENT,✓,AV3009073,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/FCB-02.VND-007.CURRENT.Trend1,Los_Angeles,A,"","","","","",2020-04-09T19:02:01.267Z UTC
