id,ahu,air,alarm,bacnetConnRef,bacnetCur,bacnetDis,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,bypass,chilled,chiller,cmd,co2,condenser,connRef,cool,cooling,count,covTest,cur,curConvert,curErr,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,filter,flow,freezeStat,groupRef,heat,heatWheel,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,lastTagged,leaving,low,mixed,mixing,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,pressure,pump,quantityID,reheat,reliability,return,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siemens,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,status,tagTableRef,tags,temp,test,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:2198d415-f4206ccb ICICS Rm 201 VAV-13 JCL-NAE01/N2-17.IC17-039.SAF-SP,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3031854,"",✓,JCL-NAE01/N2-17.IC17-039.SAF-SP,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:2198d415-b1497cf7 ICICS Rm 201 VAV-13,"","","","",✓,"",@p:ubcv:r:21978aa2-556858ee ICICS Floor 2,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",85569,2017-11-10T01:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.585-07:00 Los_Angeles,2019-04-11T16:04:13.58-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3009914,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-5cc84e30 ICICS Rm 201,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"","","",JCL-NAE01/N2-17.IC17-039.SAF-SP.Trend1,Los_Angeles,L/s,"","","","","","",LP-LVL2.VAV-13.SAF-SP,"",2020-04-09T19:01:57.648Z UTC
@p:ubcv:r:238a0b4b-99b5c25a ICICS Rm 110 VAV-01 JCL-NAE01/N2-17.IC17-032.Parameters.STARVBOX-S,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3049444,"",✓,JCL-NAE01/N2-17.IC17-032.Parameters.STARVBOX-S,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","False,True","",@p:ubcv:r:21978b20-115aee73 ICICS Rm 110 VAV-01,"","","","","","",@p:ubcv:r:21978a98-3cec515f ICICS Floor 1,"","","",✓,"","","",2020-05-07T13:31:50-07:00 Los_Angeles,"","","",896,2018-12-12T06:50:14-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:49.709-07:00 Los_Angeles,2018-11-25T13:45:24.038-08:00 Los_Angeles,"","","","","",JCL-NAE01/N2-17.IC17-032.Parameters.STARVBOX-S,✓,BI3009743,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-5a6be9c7 ICICS Rm 110,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.IC17-032.Parameters.STARVBOX-S.Trend1,Los_Angeles,"","","","","","","",LP-LVL1.VAV-1.STARVBOX-S,"",2020-04-08T18:55:49.075Z UTC
@p:ubcv:r:2198d415-844a21b1 ICICS Rm 201 VAV-13 JCL-NAE01/N2-17.IC17-039.RH-VLV,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3031876,"",✓,JCL-NAE01/N2-17.IC17-039.RH-VLV,"","","","",✓,"","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2198d415-b1497cf7 ICICS Rm 201 VAV-13,"","","","","","",@p:ubcv:r:21978aa2-556858ee ICICS Floor 2,✓,"","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",85562,2017-11-10T01:30:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:54:49.587-07:00 Los_Angeles,2018-12-07T12:37:21.528-08:00 Los_Angeles,"","","","","",Reheat Valve Cmd,"",AO3009915,"","","","","","",✓,"","","","","",✓,"","",@p:ubcv:r:2399b50a-5cc84e30 ICICS Rm 201,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:240c6a66-0cbcd98a .+(\.|-| )RH(\d)?-VLV,"","","",JCL-NAE01/N2-17.IC17-039.RH-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","",LP-LVL2.VAV-13.RH-VLV,"",2020-04-14T16:50:01.062Z UTC
@p:ubcv:r:238a0b49-f09a6fe1 ICICS Unsorted Points JCL-NAE01/N2-16.IC16-017.00-RH-02 ZN-T,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3019214,"",✓,JCL-NAE01/N2-16.IC16-017.00-RH-02 ZN-T,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",51401,2018-11-21T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.588-07:00 Los_Angeles,2018-12-07T12:37:21.957-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3007983,"","","","","","",✓,"","","","","","","","","","","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,"",JCL-NAE01/N2-16.IC16-017.00-RH-02 ZN-T.Trend1,Los_Angeles,°C,"","","","","","",IC-LVL0-RH.00-RH-02 ZN-T,✓,2020-04-09T19:01:57.65Z UTC
@p:ubcv:r:25cd6b22-9b34e468 ICICS Unsorted Points JCL-NAE01/N2-17.FEC-015.Parameters.ADF9,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3055921,"","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF9,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",9305,2020-02-04T16:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.59-07:00 Los_Angeles,"","","","","","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF9,✓,AO3055891,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF9.Trend1,Los_Angeles,°C,"","","","","","",DAT-OARSTB,"",2020-04-09T19:01:57.651Z UTC
@p:ubcv:r:238a0b4b-2f779e1d ICICS Rm 239 FC-C0 JCL-NAE01/N2-17.IC17-110.ACLG-SP,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3052449,"",✓,JCL-NAE01/N2-17.IC17-110.ACLG-SP,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"",✓,"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc38-09e6e8c4 ICICS Rm 239 FC-C0,"","","","","","",@p:ubcv:r:21978aa2-556858ee ICICS Floor 2,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",50965,2018-11-22T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:50.252-07:00 Los_Angeles,2018-12-07T12:37:21.404-08:00 Los_Angeles,"","","","","",Zone Temp Cooling Sp,"",AI3052421,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-11d03fee ICICS Rm 239,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"",✓,"","","","",@p:ubcv:r:23e65d3e-89385aab .+(\.|-| )ACLG-SP,"",✓,"",JCL-NAE01/N2-17.IC17-110.ACLG-SP.Trend1,Los_Angeles,°C,"","","","","","",ACLG-SP,✓,2020-04-09T19:01:57.652Z UTC
@p:ubcv:r:238a0b5b-3c15c460 ICICS Unsorted Points JCL-NAE02/FCB.07A-FEC006.D35-O,"","","",@p:ubcv:r:21e6a640-8dab48fe ICICS (NAE-02),"","",TL3000482,"",✓,JCL-NAE02/FCB.07A-FEC006.D35-O,"","","","","","","",@p:ubcv:r:21e6a640-8dab48fe ICICS (NAE-02),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",42394,2018-11-22T05:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.53-07:00 Los_Angeles,2018-11-25T13:45:23.896-08:00 Los_Angeles,"","","","","",JCL-NAE02/FCB.07A-FEC006.D35-O,✓,AO3000481,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE02/FCB.07A-FEC006.D35-O.Trend1,Los_Angeles,_,"","","","","","",D-35.D35-O,"",2020-05-06T11:02:05.477Z UTC
@p:ubcv:r:238a0b48-d5e764cb ICICS Unsorted Points JCL-NAE01/N2-16.IC16-016.USLAB1-T,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3007964,"",✓,JCL-NAE01/N2-16.IC16-016.USLAB1-T,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",51249,2018-11-21T17:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.592-07:00 Los_Angeles,2018-12-07T12:37:21.259-08:00 Los_Angeles,"","","","","",Slab Temp,"",AI3007963,"","","","","",✓,✓,"","","","","","","","","","","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-af99a3e5 .+(\.|-| )(U|C)SLAB\d-T,"",✓,"",JCL-NAE01/N2-16.IC16-016.USLAB1-T.Trend,Los_Angeles,°C,"","","","","","",IC-LVL2-SLAB.USLAB1-T,"",2020-04-09T19:01:57.653Z UTC
@p:ubcv:r:23ac528e-7575c1cf ICICS AHU-03 Rm 310 Wifi Count,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","",AV3052616,✓,"",165.FLR3.AHU3-310,"","","","","","",@p:ubcv:r:237f6144-961b33d5 Wifi Bridge v2,"","",✓,"","","","","",0,"","","","",$equipRef $navName,"","","","","","","","","","",@p:ubcv:r:2167ed82-9070724b ICICS AHU-03,"","","","","","",@p:ubcv:r:2203b248-90711536 ICICS Air Systems,"","","",✓,"","","",2020-05-12T14:50:00-07:00 Los_Angeles,Connector slow,"",cov,85679,2018-12-18T16:50:02-08:00 Los_Angeles,fault,"","","","",Number,"","","","","","","",Rm 310 Wifi Count,"","",✓,"","","","","",✓,"","","","","","","","","","","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","","",Los_Angeles,"","","","","",✓,274,"","",2020-02-26T18:09:23.707Z UTC
@p:ubcv:r:238a0b48-c172ac8f ICICS Unsorted Points JCL-NAE01/N2-16.IC16-016.CSLAB1-T,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3007966,"",✓,JCL-NAE01/N2-16.IC16-016.CSLAB1-T,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",51249,2018-11-21T17:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.594-07:00 Los_Angeles,2018-12-07T12:37:22.336-08:00 Los_Angeles,"","","","","",Slab Temp,"",AI3007965,"","","","","",✓,✓,"","","","","","","","","","","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-af99a3e5 .+(\.|-| )(U|C)SLAB\d-T,"",✓,"",JCL-NAE01/N2-16.IC16-016.CSLAB1-T.Trend,Los_Angeles,°C,"","","","","","",IC-LVL2-SLAB.CSLAB1-T,"",2020-04-09T19:01:57.654Z UTC
@p:ubcv:r:238a0b49-a00f4e72 ICICS Rm 100 VAV-06 JCL-NAE01/N2-17.IC17-027.OCC-C,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3031820,"",✓,JCL-NAE01/N2-17.IC17-027.OCC-C,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Unoccupied,Stand By,Occupied,No Schedule","",@p:ubcv:r:2399bc37-35aa44b9 ICICS Rm 100 VAV-06,"","","","","","",@p:ubcv:r:21978a98-3cec515f ICICS Floor 1,"","","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T06:00:24-07:00 Los_Angeles,"","","",796,2018-11-19T06:00:35-08:00 Los_Angeles,ok,"","","",✓,Str,2020-05-12T14:54:48.466-07:00 Los_Angeles,2018-12-07T12:37:22.142-08:00 Los_Angeles,"","","","","",Scheduled Occupancy,"",MSO3009594,✓,"","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-3bf1edef ICICS Rm 100,"","","",✓,"","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"",✓,"","","","",@p:ubcv:r:23e65d3d-31ff768c .+(\.|-| )OCC-C,"","","",JCL-NAE01/N2-17.IC17-027.OCC-C.Trend1,Los_Angeles,"","","","","","","",LP-LVL1.VAV-6.OCC-C,"",2020-04-09T19:16:25.648Z UTC
@p:ubcv:r:238a0b48-f729f1dd ICICS Rm 421 Zone JCL-NAE01/N2-16.IC16-032.04-RH-01 ZN-T,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3008433,"",✓,JCL-NAE01/N2-16.IC16-032.04-RH-01 ZN-T,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc39-1111a0eb ICICS Rm 421 Zone,"","","","","","",@p:ubcv:r:2399b50a-3a315279 ICICS Floor 4,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",50965,2018-11-22T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.595-07:00 Los_Angeles,2018-12-07T12:37:22.896-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3008432,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-622234f2 ICICS Rm 409,"","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,"",JCL-NAE01/N2-16.IC16-032.04-RH-01 ZN-T.Trend,Los_Angeles,°C,"","","","","","",IC-LVL4-RH.04-RH-01 ZN-T,✓,2020-04-09T19:01:57.656Z UTC
@p:ubcv:r:238a0b48-f70a9153 ICICS Unsorted Points JCL-NAE01/N2-16.IC16-036.CSLAB2-T,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3008521,"",✓,JCL-NAE01/N2-16.IC16-036.CSLAB2-T,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",51249,2018-11-21T17:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.596-07:00 Los_Angeles,2018-12-07T12:37:22.06-08:00 Los_Angeles,"","","","","",Slab Temp,"",AI3008520,"","","","","",✓,✓,"","","","","","","","","","","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-af99a3e5 .+(\.|-| )(U|C)SLAB\d-T,"",✓,"",JCL-NAE01/N2-16.IC16-036.CSLAB2-T.Trend,Los_Angeles,°C,"","","","","","",IC-LVL4-SLAB.CSLAB2-T,"",2020-04-09T19:01:57.657Z UTC
@p:ubcv:r:238a0b49-74ee4f26 ICICS Rm 100 FC-01 JCL-NAE01/N2-17.IC17-106.M-211 MANVLV-C,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3010375,"",✓,JCL-NAE01/N2-17.IC17-106.M-211 MANVLV-C,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Open,Close","",@p:ubcv:r:2399bc38-3ae427f5 ICICS Rm 100 FC-01,"","","","","","",@p:ubcv:r:21978a98-3cec515f ICICS Floor 1,"","","",✓,"","","",2020-05-12T14:35:27-07:00 Los_Angeles,"","","",5785,2018-11-22T06:23:51-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:48.581-07:00 Los_Angeles,2018-11-25T13:45:23.576-08:00 Los_Angeles,"","","","","",JCL-NAE01/N2-17.IC17-106.M-211 MANVLV-C,✓,BO3010374,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-3bf1edef ICICS Rm 100,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.IC17-106.M-211 MANVLV-C.Trend,Los_Angeles,"","","","","","","",CS-LVL2-SLAB.M-211 MANVLV-C,"",2020-04-08T18:50:04.151Z UTC
@p:ubcv:r:25cd6b22-0c4fe418 ICICS Unsorted Points JCL-NAE01/N2-17.FEC-015.Parameters.ADF7,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3055923,"","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF7,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",9305,2020-02-04T16:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.598-07:00 Los_Angeles,"","","","","","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF7,✓,AO3055893,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF7.Trend1,Los_Angeles,°C,"","","","","","",DATLO-SP,"",2020-04-09T19:01:57.658Z UTC
@p:ubcv:r:238a0b48-45d76587 ICICS Unsorted Points JCL-NAE01/N2-16.IC16-043.USLAB2-T,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3008542,"",✓,JCL-NAE01/N2-16.IC16-043.USLAB2-T,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",51249,2018-11-21T17:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.6-07:00 Los_Angeles,2018-12-07T12:37:22.466-08:00 Los_Angeles,"","","","","",Slab Temp,"",AI3008541,"","","","","",✓,✓,"","","","","","","","","","","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-af99a3e5 .+(\.|-| )(U|C)SLAB\d-T,"",✓,"",JCL-NAE01/N2-16.IC16-043.USLAB2-T.Trend,Los_Angeles,°C,"","","","","","",IC-LVL3-SLAB.USLAB2-T,"",2020-04-09T19:01:57.659Z UTC
@p:ubcv:r:238a0b4a-f9748609 ICICS Unsorted Points JCL-NAE01/N2-17.AHU-03 - Hugh Dempster AHU.Parameters.HR-EN,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3038711,"",✓,JCL-NAE01/N2-17.AHU-03 - Hugh Dempster AHU.Parameters.HR-EN,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","","False,True","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2019-05-22T14:47:33-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [118] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",24,2018-12-12T06:50:14-08:00 Los_Angeles,fault,"","","",✓,Bool,2020-05-12T01:13:13.31-07:00 Los_Angeles,2018-12-07T12:37:21.405-08:00 Los_Angeles,"","","","","",Heat Recovery Enable,"",BO3038631,"","","","","","",✓,"","","","","","","","","","","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-7dab40fa .+(\.|-| )HR-ENA?,"","","","",Los_Angeles,"","","","","","","","","",2020-04-08T18:55:42.465Z UTC
@p:ubcv:r:238a0b49-5df9f6c8 ICICS Unsorted Points JCL-NAE01/N2-17.IC17-003.WIN-CLS,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3019494,"",✓,JCL-NAE01/N2-17.IC17-003.WIN-CLS,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-06T10:35:40-07:00 Los_Angeles,"","","",56,2018-12-12T06:37:18-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:48.367-07:00 Los_Angeles,2018-11-25T13:45:23.309-08:00 Los_Angeles,"","","","","",JCL-NAE01/N2-17.IC17-003.WIN-CLS,✓,BO3018262,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.IC17-003.WIN-CLS.Trend1,Los_Angeles,"","","","","","","",IC-STAIR.STAIR 1 WIN-CL-CS,"",2020-04-08T18:49:33.478Z UTC
@p:ubcv:r:238a0b4b-9fc59825 ICICS Rm 625 FC-06 JCL-NAE01/N2-17.IC17-018.06-FC-SS CLG-VLV,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3043579,"",✓,JCL-NAE01/N2-17.IC17-018.06-FC-SS CLG-VLV,"","",✓,"",✓,"","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"",✓,"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc37-4f98cd32 ICICS Rm 625 FC-06,"","","","","","",@p:ubcv:r:2399b50a-f5463425 ICICS Floor 6,"","","",✓,"","","",2020-05-08T09:58:50-07:00 Los_Angeles,"","","",479,2018-11-19T09:00:49-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.369-07:00 Los_Angeles,2018-12-07T12:37:21.406-08:00 Los_Angeles,"","","","","",Cooling Valve Cmd,"",AO3033593,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-110ce798 ICICS Rm 625,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","","",JCL-NAE01/N2-17.IC17-018.06-FC-SS CLG-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","",06-FC-SS CLG-VLV,"",2020-04-14T16:49:59.47Z UTC
@p:ubcv:r:238a0b49-76ed3867 ICICS Rm 836 Zone JCL-NAE01/N2-17.IC17-013.M-706 MANVLV-C,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3019199,"",✓,JCL-NAE01/N2-17.IC17-013.M-706 MANVLV-C,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Open,Close","",@p:ubcv:r:2399bc37-bf4bc3cc ICICS Rm 836 Zone,"","","","","","",@p:ubcv:r:2399b50a-ca4ee407 ICICS Floor 8,"","","",✓,"","","",2020-05-12T14:50:00-07:00 Los_Angeles,"","","",76824,2018-11-21T17:10:00-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:49.655-07:00 Los_Angeles,2018-11-25T13:45:23.404-08:00 Los_Angeles,"","","","","",JCL-NAE01/N2-17.IC17-013.M-706 MANVLV-C,✓,BO3009279,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-fb0962f7 ICICS Rm 836,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.IC17-013.M-706 MANVLV-C.Trend1,Los_Angeles,"","","","","","","",IC-LVL7-SLAB.M-706 MANVLV-C,"",2020-04-08T18:49:38.414Z UTC
