id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bmsName2,bridgeName,bypass,chilled,cmd,co2,connRef,cool,cooling,count,covTest,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,dupOld,dupOld2,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,freq,groupRef,heat,heating,heatingMode,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,max,min,mixed,mode,navName,noTagMatch,objectId,occ,occupancy,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointRef,pointType,power,preFilter,pressure,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,testPts,testUnits,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,window,zone,mod
@p:ubcv:r:22582355-8a2f64cd CIRS Unsorted Points CIRS_BTU_EM02_POWER_MUX,"","","","",@p:ubcv:r:225818d1-97f8927d CIRS Basement_Mech_Room_CP620300 (620300),"",TL170,"",✓,CIRS_BTU_EM02_POWER_MUX,"","","","","","",@p:ubcv:r:225818d1-97f8927d CIRS Basement_Mech_Room_CP620300 (620300),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",74263,2018-03-30T18:30:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:58.366-07:00 Los_Angeles,2018-11-28T16:32:38.148-08:00 Los_Angeles,"","","","","",CIRS_BTU_EM02_POWER_MUX,✓,AV93,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_BTU_EM02_POWER_MUX_TL,Los_Angeles,kW,"","","","","","","","",2020-04-09T19:02:27.573Z UTC
@p:ubcv:r:22582406-40cd898c CIRS Rm 4346 Zone CIRS_L4S_RAD_OFFICE_6B_MODE_MV,"","","","",@p:ubcv:r:22582115-277bc97c CIRS Underfloor_girdline_12/F_CP621501 (621501),"",TL36,"",✓,CIRS_L4S_RAD_OFFICE_6B_MODE_MV,"","","","",✓,"",@p:ubcv:r:22582115-277bc97c CIRS Underfloor_girdline_12/F_CP621501 (621501),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","OS,OCCUPIED,NSB HEATING,STANDBY,NSB COOLING,ALARM,PURGE,OVERRIDE,UNOCCUPIED,DAY SB HEATING","",@p:ubcv:r:225ffb41-305b1aed CIRS Rm 4346 Zone,✓,"","","","","","",@p:ubcv:r:225ffb40-b948a04c CIRS Floor 4,"",✓,✓,✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",67907,2018-04-03T03:30:00-07:00 Los_Angeles,ok,"","","",Str,2020-05-12T11:05:29.611-07:00 Los_Angeles,2019-01-23T16:53:10.866-08:00 Los_Angeles,"","","","",✓,Heating Mode,"",MSV3,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:225ffb41-f4225f0e CIRS Rm 4346,"","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:23e65d0e-9a375203 .+_MODE_MV(_TL)?,"","","","",CIRS_L4S_RAD_OFFICE_6B_MODE_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:54:16.179Z UTC
@p:ubcv:r:225824de-0f587aa3 CIRS Unsorted Points CIRS_SAND_FILTER_1_BACKWASH,"","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"",TL100,"",✓,CIRS_SAND_FILTER_1_BACKWASH,"","","","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","OFF,ON","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T08:00:17-07:00 Los_Angeles,"","","",3106,2018-03-28T08:35:24-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:04:58.526-07:00 Los_Angeles,2018-11-28T16:33:01.831-08:00 Los_Angeles,"","","","","",CIRS_SAND_FILTER_1_BACKWASH,✓,BV3,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_SAND_FILTER_1_BACKWASH_COV_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:49:19.863Z UTC
@p:ubcv:r:2258240f-4cc27334 CIRS Rm 2355 Zone CIRS_L2S_RAD_OFFICE_12_C,"","","","",@p:ubcv:r:22581ed2-4128e882 CIRS Underfloor_girdline_12/G_CP621102 (621102),"",TL3,"",✓,CIRS_L2S_RAD_OFFICE_12_C,"","","","",✓,"",@p:ubcv:r:22581ed2-4128e882 CIRS Underfloor_girdline_12/G_CP621102 (621102),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:24d5d2e9-4a8c04b0 CIRS Rm 2355 Zone,✓,"","","","","","",@p:ubcv:r:225ffb3d-63d70842 CIRS Floor 2,"",✓,"",✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",73788,2018-04-03T04:00:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:10:30.048-07:00 Los_Angeles,2019-01-23T16:53:24.008-08:00 Los_Angeles,"","","","","",Heating Cmd,"",AO4,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:225ffb3f-28043785 CIRS Rm 2355,"","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_L2S_RAD_OFFICE_12_RAD_TL,Los_Angeles,%,"","","","","","","","",2020-04-09T19:02:28.343Z UTC
@p:ubcv:r:225823e0-c05565e5 CIRS Unsorted Points CIRS_L2N_PRES_CTRL_CO_POLL_TL,"","","","",@p:ubcv:r:22581fde-674170c3 CIRS Underfloor_Gridline_8/B_CP621004 (621004),"",TL38,"",✓,CIRS_L2N_PRES_CTRL_CO_POLL_TL,"","","","","","",@p:ubcv:r:22581fde-674170c3 CIRS Underfloor_Gridline_8/B_CP621004 (621004),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:05:27-07:00 Los_Angeles,"","","",73830,2018-04-03T03:33:17-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:10:26.758-07:00 Los_Angeles,2018-11-28T16:32:53.295-08:00 Los_Angeles,"","","","","",CIRS_L2N_PRES_CTRL_CO_POLL_TL,✓,LP3,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","","",Los_Angeles,_,"","","","","","","","",2020-04-09T19:15:22.308Z UTC
@p:ubcv:r:22582357-32e2c3d4 CIRS Unsorted Points GEO_LOOP_RECHARGE_SUPPLY_VLV_CTRL,"","","","",@p:ubcv:r:22581905-65e24715 CIRS Basement_Mech_Room_CP620500 (620500),"",TL71,"",✓,GEO_LOOP_RECHARGE_SUPPLY_VLV_CTRL,"","","","","","",@p:ubcv:r:22581905-65e24715 CIRS Basement_Mech_Room_CP620500 (620500),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Closed,Open","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2019-07-23T10:15:58-07:00 Los_Angeles,"","","",22666,2018-03-31T00:18:31-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:04:57.731-07:00 Los_Angeles,2018-11-28T16:32:39.664-08:00 Los_Angeles,"","","","","",GEO_LOOP_RECHARGE_SUPPLY_VLV_CTRL,✓,BO1503,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",GEO_LOOP_RECHARGE_SUPPLY_VLV_CTRL_COV_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:54:40.891Z UTC
@p:ubcv:r:22582358-f8792355 CIRS Unsorted Points CIRS_BTU_EM14_FLOW_MUX,"","","","",@p:ubcv:r:22581905-2113e091 CIRS Basement_Mech_Room_SP4_SP5_CP620400 (620400),"",TL177,"",✓,CIRS_BTU_EM14_FLOW_MUX,"","","","","","",@p:ubcv:r:22581905-2113e091 CIRS Basement_Mech_Room_SP4_SP5_CP620400 (620400),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",74264,2018-03-30T18:30:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:05:28.441-07:00 Los_Angeles,2018-11-28T16:32:37.027-08:00 Los_Angeles,"","","","","",CIRS_BTU_EM14_FLOW_MUX,✓,AV467,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_BTU_EM14_FLOW_MUX_TL,Los_Angeles,L/s,"","","","","","","","",2020-04-09T19:02:27.721Z UTC
@p:ubcv:r:225823cb-833dcbd9 CIRS Unsorted Points CIRS_L2N_RAD_OFFICE_13_C,"","","","",@p:ubcv:r:22581fde-35802e9b CIRS Underfloor_Gridline_13/B_CP621002 (621002),"",TL25,"",✓,CIRS_L2N_RAD_OFFICE_13_C,"","","","",✓,"",@p:ubcv:r:22581fde-35802e9b CIRS Underfloor_Gridline_13/B_CP621002 (621002),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"",✓,"",✓,"","","",2020-05-12T10:57:32-07:00 Los_Angeles,"","","",57409,2018-04-03T03:30:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:01:58.734-07:00 Los_Angeles,2019-01-23T16:53:24.346-08:00 Los_Angeles,"","","","","",Heating Cmd,"",AO2,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_L2N_RAD_OFFICE_13_RAD_TL,Los_Angeles,%,"","","","","","","","",2020-04-09T19:02:28.222Z UTC
@p:ubcv:r:22582355-361dea0a CIRS Heating Plant Air HP-3 CIRS_HP3_REV_VLV_CTRL_BV_COV_TL,"","","","",@p:ubcv:r:225818d1-97f8927d CIRS Basement_Mech_Room_CP620300 (620300),"",TL93,"",✓,CIRS_HP3_REV_VLV_CTRL_BV_COV_TL,"","","","","","",@p:ubcv:r:225818d1-97f8927d CIRS Basement_Mech_Room_CP620300 (620300),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","OFF,ON","",@p:ubcv:r:225ff652-657a4dff CIRS Heating Plant Air HP-3,✓,"","","","","","",@p:ubcv:r:225ff10c-3a1bb8cb CIRS Hydronic Systems,"","","",✓,"","","",2018-12-20T12:33:39-08:00 Los_Angeles,"","","",2,2017-10-06T00:44:48-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:04:58.373-07:00 Los_Angeles,2018-11-28T16:32:28.272-08:00 Los_Angeles,"","","","","",CIRS_HP3_REV_VLV_CTRL_BV_COV_TL,✓,BV28,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","","",Los_Angeles,"","","","","","","","","",2020-04-08T18:54:47.658Z UTC
@p:ubcv:r:2258235d-abce7674 CIRS Unsorted Points CIRS_WW_MAKEUP_MTR_TODAY,"","","","",@p:ubcv:r:22581905-4b2b09fd CIRS CIRS_RM0332_RWH_DHW_SS_SUMP_UH4_CP620700 (620700),"",TL36,"",✓,CIRS_WW_MAKEUP_MTR_TODAY,"","","","","","",@p:ubcv:r:22581905-4b2b09fd CIRS CIRS_RM0332_RWH_DHW_SS_SUMP_UH4_CP620700 (620700),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:23-07:00 Los_Angeles,"","","",74087,2018-04-01T16:59:50-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:58.861-07:00 Los_Angeles,2018-11-28T16:32:58.168-08:00 Los_Angeles,"","","","","",CIRS_WW_MAKEUP_MTR_TODAY,✓,AV178,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","","",Los_Angeles,L,"","","","","","","","",2020-04-09T19:02:27.9Z UTC
@p:ubcv:r:24d4e63d-73320eae CIRS Unsorted Points Wireless_018E311D_RT_SP,"",✓,"","",@p:ubcv:r:22581fde-38531dbd CIRS Underfloor_Gridline_8/A_CP621005 (621005),"",TL11,"",✓,Wireless_018E311D_RT_SP,"","","","","","",@p:ubcv:r:22581fde-38531dbd CIRS Underfloor_Gridline_8/A_CP621005 (621005),"","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:02:22-07:00 Los_Angeles,"","","",27719,2019-07-28T16:55:21-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:11:14.147-07:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AV10107,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"","",Wireless_018E311D_RT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","",✓,2020-04-09T19:02:28.286Z UTC
@p:ubcv:r:22582394-7c393a56 CIRS Rm 1230A FF-05 CIRS_FF05_N_VEST_RT_SP,"",✓,"","",@p:ubcv:r:22581e67-8a46a813 CIRS North_In-Slab_Manifold_MAN-01_CP620903 (620903),"",TL5,"",✓,CIRS_FF05_N_VEST_RT_SP,"","","","","","",@p:ubcv:r:22581e67-8a46a813 CIRS North_In-Slab_Manifold_MAN-01_CP620903 (620903),"","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","","",@p:ubcv:r:225ffb3d-52f73d74 CIRS Rm 1230A FF-05,✓,"","","","","","",@p:ubcv:r:225ffb3b-5dfe3b3d CIRS Floor 1,"","","",✓,"","","",2020-05-12T11:08:24-07:00 Los_Angeles,"","","",73987,2018-04-02T15:34:51-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:10:30.822-07:00 Los_Angeles,2019-01-23T16:53:05.911-08:00 Los_Angeles,"","","","","",Zone Temp Effective Sp,"",AV1,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:225ffb3d-40c6a6fe CIRS Rm 1230A,"","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"",✓,"","","",@p:ubcv:r:23e65d0f-a63f6bd7 .+_N_VEST_RT_SP(_TL)?,"",✓,"","",CIRS_FF05_VEST_N_RT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","",✓,2020-04-09T19:02:28.163Z UTC
@p:ubcv:r:2258235d-06afe097 CIRS Unsorted Points CIRS_RW_MAKEUP_MTR_TODAY,"","","","",@p:ubcv:r:22581905-4b2b09fd CIRS CIRS_RM0332_RWH_DHW_SS_SUMP_UH4_CP620700 (620700),"",TL40,"",✓,CIRS_RW_MAKEUP_MTR_TODAY,"","","","","","",@p:ubcv:r:22581905-4b2b09fd CIRS CIRS_RM0332_RWH_DHW_SS_SUMP_UH4_CP620700 (620700),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:23-07:00 Los_Angeles,"","","",74085,2018-04-01T16:59:48-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:58.866-07:00 Los_Angeles,2018-11-28T16:32:26.394-08:00 Los_Angeles,"","","","","",CIRS_RW_MAKEUP_MTR_TODAY,✓,AV215,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","","",Los_Angeles,L,"","","","","","","","",2020-04-09T19:02:27.901Z UTC
@p:ubcv:r:225824df-105beee0 CIRS Unsorted Points CIRS_RCW_SYSTEM_ENABLE_BV,"","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"",TL96,"",✓,CIRS_RCW_SYSTEM_ENABLE_BV,"","","","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","OFF,ON","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2018-09-27T08:38:24-07:00 Los_Angeles,"","","",1,2018-09-27T08:38:24-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:04:58.216-07:00 Los_Angeles,2018-11-28T16:32:29.949-08:00 Los_Angeles,"","","","","",CIRS_RCW_SYSTEM_ENABLE_BV,✓,BV1,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_RCW_SYSTEM_ENABLE_BV_COV_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:54:44.214Z UTC
@p:ubcv:r:2258235c-6fd8d4d5 CIRS AHU-02 CIRS_AHU2_SAT_CO_POLL_TL,"","","","",@p:ubcv:r:2258187b-4cba3548 CIRS CIRS_BSMT_MECH_AHU2_UH6_FF3_CP620200 (620200),"",TL92,"",✓,CIRS_AHU2_SAT_CO_POLL_TL,"","","","","","",@p:ubcv:r:2258187b-4cba3548 CIRS CIRS_BSMT_MECH_AHU2_UH6_FF3_CP620200 (620200),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:225fec49-62cf1465 CIRS AHU-02,✓,"","","","","","",@p:ubcv:r:225fec25-18138bcf CIRS Air Systems,"","","",✓,"","","",2020-05-12T11:01:19-07:00 Los_Angeles,"","","",73981,2018-04-02T15:19:21-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:05:25.191-07:00 Los_Angeles,2018-11-28T16:32:39.49-08:00 Los_Angeles,"","","","","",CIRS_AHU2_SAT_CO_POLL_TL,✓,LP2,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","","",Los_Angeles,_,"","","","","","","","",2020-04-09T19:15:21.932Z UTC
@p:ubcv:r:22582353-6107fa44 CIRS Unsorted Points CIRS_L3S_BMAL_RM_1_RAD_C,"","","","",@p:ubcv:r:22582074-8ed3b4ff CIRS BMAL_Gridline_4/F_CP621306 (621306),"",TL3,"",✓,CIRS_L3S_BMAL_RM_1_RAD_C,"","","","","","",@p:ubcv:r:22582074-8ed3b4ff CIRS BMAL_Gridline_4/F_CP621306 (621306),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",73784,2018-04-03T04:00:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:58.288-07:00 Los_Angeles,2018-11-28T16:32:28.134-08:00 Los_Angeles,"","","","","",CIRS_L3S_BMAL_RM_1_RAD_C,✓,AO4,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_L3S_RAD_BMAL_RM_1_RAD_TL,Los_Angeles,%,"","","","","","","","",2020-04-09T19:02:28.677Z UTC
@p:ubcv:r:22582358-f3c864f8 CIRS Unsorted Points CIRS_EOS_HTG_REQUEST_MUXED_CP620400,"","","","",@p:ubcv:r:22581905-2113e091 CIRS Basement_Mech_Room_SP4_SP5_CP620400 (620400),"",TL70,"",✓,CIRS_EOS_HTG_REQUEST_MUXED_CP620400,"","","","","","",@p:ubcv:r:22581905-2113e091 CIRS Basement_Mech_Room_SP4_SP5_CP620400 (620400),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","OFF,ON","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T10:29:43-07:00 Los_Angeles,"","","",2065,2018-02-03T16:12:55-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:05:28.317-07:00 Los_Angeles,2018-11-28T16:32:57.514-08:00 Los_Angeles,"","","","","",CIRS_EOS_HTG_REQUEST_MUXED_CP620400,✓,BV53,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_EOS_HTG_REQUEST_MUXED_CP620400_COV_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:54:41.284Z UTC
@p:ubcv:r:225823b2-d1687b39 CIRS Unsorted Points CIRS_LHS_RH_2,"",✓,"","",@p:ubcv:r:22581d47-90d7e401 CIRS UNDER_AUDITORIUM_CP620203 (620203),"",TL4,"",✓,CIRS_LHS_RH_2,"","","","","","",@p:ubcv:r:22581d47-90d7e401 CIRS UNDER_AUDITORIUM_CP620203 (620203),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",74174,2018-03-31T13:30:00-07:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T11:10:31.315-07:00 Los_Angeles,2018-11-28T16:32:49.589-08:00 Los_Angeles,"","","","","",Zone Humidity,"",AI4,"","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:23e65d0f-18ba51e8 .+_RH_(RM)?\d+(\*\*)?(_TL)?,"","","","",CIRS_LHS_RH_2_TL,Los_Angeles,%RH,"","","","","","","",✓,2020-04-09T19:02:27.555Z UTC
@p:ubcv:r:22582357-dd53f973 CIRS Unsorted Points GEO_LOOP_GL_LAG3_PUMP_ENAB,"","","","",@p:ubcv:r:22581905-65e24715 CIRS Basement_Mech_Room_CP620500 (620500),"",TL93,"",✓,GEO_LOOP_GL_LAG3_PUMP_ENAB,"","","","",✓,"",@p:ubcv:r:22581905-65e24715 CIRS Basement_Mech_Room_CP620500 (620500),"","","","","","","","","","",$equipRef $bmsName,"","","","","","",✓,"","","OFF,ON","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T10:07:12-07:00 Los_Angeles,"","","",5717,2018-04-03T07:09:07-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:04:58.18-07:00 Los_Angeles,2019-01-23T16:52:58.434-08:00 Los_Angeles,"","","","","",Pump Enable Cmd,"",BV6,"","","","","","","",✓,"","","","","",✓,"","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:245b7d4d-796ac33b .+_PUMP_ENABL?E?(_TL)?,"","","","",GEO_LOOP_GL_LAG3_PUMP_ENAB_COV_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:54:47.693Z UTC
@p:ubcv:r:24d4e710-e6fd5883 CIRS Unsorted Points Wireless_0193857B_LastTimeSinceUpdate,"","","","",@p:ubcv:r:22581ed2-3c0eaefd CIRS Underfloor_girdline_7/F-G_CP621105 (621105),"",TL14,"",✓,Wireless_0193857B_LastTimeSinceUpdate,"","","","","","",@p:ubcv:r:22581ed2-3c0eaefd CIRS Underfloor_girdline_7/F-G_CP621105 (621105),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:04-07:00 Los_Angeles,"","","",61186,2019-07-31T14:37:05-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:01:58.713-07:00 Los_Angeles,"","","","","","",Wireless_0193857B_LastTimeSinceUpdate,✓,AV10206,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",Wireless_0193857B_LastTimeSinceUpdate_TL,Los_Angeles,_,"","","","","","","","",2020-04-09T19:15:22.355Z UTC
@p:ubcv:r:2258242c-9291cad9 CIRS Rm 4132 Zone CIRS_L4N_RAD_CORRIDOR_CE_RT_AV,"",✓,"","",@p:ubcv:r:225820e9-a5bfe1b7 CIRS Underfloor_girdline_15/A-B_CP15A_CP621401 (621401),"",TL29,"",✓,CIRS_L4N_RAD_CORRIDOR_CE_RT_AV,"","","","","","",@p:ubcv:r:225820e9-a5bfe1b7 CIRS Underfloor_girdline_15/A-B_CP15A_CP621401 (621401),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:225ffb41-0d16d9c7 CIRS Rm 4132 Zone,✓,"","","","","","",@p:ubcv:r:225ffb40-b948a04c CIRS Floor 4,"","","",✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",72654,2018-04-03T03:00:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:57.338-07:00 Los_Angeles,2019-01-23T16:53:18.614-08:00 Los_Angeles,"","","","","",Zone Temp,"",AV1,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:225ffb41-b3b2e88f CIRS Rm 4132,"","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"","",CIRS_L4N_RAD_CORRIDOR_CE_RT_TL,Los_Angeles,°C,"","","","","","","",✓,2020-04-09T19:02:28.718Z UTC
