id,air,alarm,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,chanGunnDeepDive,connRef,cur,curStatus,curVal,disMacro,disabled,discharge,elec,energy,enum,equipRef,frank,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,kind,lastSynced,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,point,pointType,power,quantityID,sensor,shortName,siemens,siemensName,siteRef,sourceID,sqlConnRef,sqlPoint,tags,temp,tlName,tz,unit,utilityPoint,window,mod
@p:ubcv:r:241431a6-9444494b Chan Gunn Unsorted Points SMC_ELEC_KWH_WEEK,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1628,✓,SMC_ELEC_KWH_WEEK,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:05:00-07:00 Los_Angeles,"","",108826,2019-03-06T15:15:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:19.62-07:00 Los_Angeles,"",SMC_ELEC_KWH_WEEK,✓,AV71,"","","",✓,"","","","",SMC_ELEC_KWH_WEEK,✓,SMC_ELEC_KWH_WEEK,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301500_TrendLog_1628,Los_Angeles,kWh,"","",2020-04-09T19:01:56.185Z UTC
@p:ubcv:r:2426d1fd-9d5bc89f Chan Gunn Unsorted Points SMC.301519:HEARTBEAT,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL749,✓,SMC.301519:HEARTBEAT,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","OFF,ON",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"","",11317,2019-03-20T19:20:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T11:07:16.017-07:00 Los_Angeles,"",SMC.301519:HEARTBEAT,✓,BO1008,"","","",✓,"","","","","",✓,SMC.301519:HEARTBEAT,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,"","","",2019-12-03T18:22:58.997Z UTC
@p:ubcv:r:241431a6-0ae42548 Chan Gunn Unsorted Points SMC_ELEC_KWH_JAN,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1612,✓,SMC_ELEC_KWH_JAN,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [30] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",12770,2019-03-06T15:15:00-08:00 Los_Angeles,fault,"",Number,2020-05-11T09:50:28.127-07:00 Los_Angeles,"",SMC_ELEC_KWH_JAN,✓,AV50,"","","",✓,"","","","",SMC_ELEC_KWH_JAN,✓,SMC_ELEC_KWH_JAN,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.248Z UTC
@p:ubcv:r:24914a4d-09e6da95 Chan Gunn Unsorted Points SMC_NATV-1-7_FAN_STS,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL832,✓,SMC_NATV-1-7_FAN_STS,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",31177,2019-06-08T09:15:04-07:00 Los_Angeles,ok,"",Bool,2020-05-12T11:07:19.646-07:00 Los_Angeles,"",SMC_NATV-1-7_FAN_STS,✓,BV14,"","","",✓,"","","","","",✓,SMC_NATV-1-7_FAN_STS,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301500_TrendLog_832,Los_Angeles,"","","",2020-02-12T22:08:41.423Z UTC
@p:ubcv:r:25a29cb2-8d08e244 Chan Gunn Unsorted Points SMC.MF5.DEWPT.ALM,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL986,"",SMC.MF5.DEWPT.ALM,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","NORMAL,ALARM",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-11T16:45:39-07:00 Los_Angeles,"","",155,2019-12-30T08:49:32-08:00 Los_Angeles,ok,"",Bool,2020-05-12T11:07:16.357-07:00 Los_Angeles,"",SMC.MF5.DEWPT.ALM,✓,BV5,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301500_TrendLog_986,Los_Angeles,"","","",2020-02-12T22:12:47.786Z UTC
@p:ubcv:r:249187a5-8bbceb01 Chan Gunn Unsorted Points SMC.301526:AIR_TEMP_SP,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL949,✓,SMC.301526:AIR_TEMP_SP,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-11-26T09:45:02-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [175] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",15037,2019-06-08T14:15:02-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:03.656-07:00 Los_Angeles,"",SMC.301526:AIR_TEMP_SP,✓,AI1,"","","",✓,"","","","","",✓,SMC.301526:AIR_TEMP_SP,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.253Z UTC
@p:ubcv:r:2426d1ab-f4f49bd5 Chan Gunn Unsorted Points SMC.301518:AI 3,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL726,✓,SMC.301518:AI 3,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [92] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",11332,2019-03-20T19:20:00-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:02.103-07:00 Los_Angeles,"",SMC.301518:AI 3,✓,AI30,"","","",✓,"","","","","",✓,SMC.301518:AI 3,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.266Z UTC
@p:ubcv:r:24919005-eb136b02 Chan Gunn Unsorted Points SMC_ARENA_HWS_PG,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL186,✓,SMC_ARENA_HWS_PG,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-10-03T14:30:01-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [27] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",10627,2019-06-08T15:00:00-07:00 Los_Angeles,fault,"",Number,2020-05-05T15:51:29.278-07:00 Los_Angeles,"",SMC_ARENA_HWS_PG,✓,AV10,"","","",✓,"","","","","",✓,SMC_ARENA_HWS_PG,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.639Z UTC
@p:ubcv:r:249187a2-de2dff89 Chan Gunn Unsorted Points SMC.301527:AIR_TEMP,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL925,✓,SMC.301527:AIR_TEMP,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-11-26T09:45:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [140] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",15037,2019-06-08T14:15:02-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:03.149-07:00 Los_Angeles,"",SMC.301527:AIR_TEMP,✓,AI2,"","","",✓,"","","","","",✓,SMC.301527:AIR_TEMP,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.271Z UTC
@p:ubcv:r:2426d2ea-50ecd294 Chan Gunn Unsorted Points SMC.301523:STPT DIAL,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL823,✓,SMC.301523:STPT DIAL,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","NO,YES",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"","",11314,2019-03-20T19:25:01-07:00 Los_Angeles,ok,"",Bool,2020-05-12T11:07:16.059-07:00 Los_Angeles,"",SMC.301523:STPT DIAL,✓,BO14,"","","",✓,"","","","","",✓,SMC.301523:STPT DIAL,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,"","","",2019-12-03T18:23:03.971Z UTC
@p:ubcv:r:2426d2ea-2d7ddf8c Chan Gunn Unsorted Points SMC.301526_FAN_KWH,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL939,✓,SMC.301526_FAN_KWH,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [148] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",11356,2019-03-20T19:25:01-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:02.113-07:00 Los_Angeles,"",SMC.301526_FAN_KWH,✓,AV28,"","","",✓,"","","","","",✓,SMC.301526_FAN_KWH,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.273Z UTC
@p:ubcv:r:241431a6-54317974 Chan Gunn Unsorted Points SMC.301530_FAN_KWH,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1091,✓,SMC.301530_FAN_KWH,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-11-08T14:35:12-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [192] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",59597,2019-03-06T15:15:00-08:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:02.761-07:00 Los_Angeles,"",SMC.301530_FAN_KWH,✓,AV32,"","","",✓,"","","","",SMC.301530_FAN_KWH,✓,SMC.301530_FAN_KWH,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.275Z UTC
@p:ubcv:r:25a29cb2-d83ef467 Chan Gunn Unsorted Points SMC.MF5.DEWPT.ALM,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1101,"",SMC.MF5.DEWPT.ALM,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","NORMAL,ALARM",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12944,2019-12-29T17:00:01-08:00 Los_Angeles,ok,"",Bool,2020-05-12T11:07:19.717-07:00 Los_Angeles,"",SMC.MF5.DEWPT.ALM,✓,BV5,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301500_TrendLog_1101,Los_Angeles,"","","",2020-02-12T22:12:47.805Z UTC
