id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bacnetWriteLevel,bmsName,bridgeName,cmd,co2,connRef,cooling,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,dxCoilMode,effective,elec,elecMeterLoad,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,filter,flow,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,low,min,mixed,mode,navName,newPoint,noTagMatch,objectId,occ,occupancyIndicator,oldPoint,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,preFilter,pressure,primaryLoop,pump,quantityID,reliability,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,vfd,volume,water,waterMeterLoad,wifi,wifiId,writable,writeLevel,writeStatus,zachName,zone,zones,mod
@p:ubcv:r:247f2c2b-9c7f054e AERL Unsorted Points JCL-NAE12/N2-B.02B006UN.SF-S,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3007575,"",✓,"",JCL-NAE12/N2-B.02B006UN.SF-S,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","Off,On","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"",✓,"","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2019-10-15T08:01:05-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [134] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",225,2019-05-22T20:20:07-07:00 Los_Angeles,fault,"","",✓,"",Bool,2020-05-11T00:31:14.101-07:00 Los_Angeles,"","","","","","",Discharge Fan Run Status,✓,"",BI3000399,"","","","","","","",✓,"","","","","","","","","",✓,"","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:50:38.2Z UTC
@p:ubcv:r:2242fc12-3f22fb9f AERL AHU-01 JCL-NAE12/N2-B.02B004UN.H-VLV,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3006903,"",✓,"",JCL-NAE12/N2-B.02B004UN.H-VLV,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:20dae5fa-ccb58b9a AERL AHU-01,"","","","","",@p:ubcv:r:2203b248-53158c67 AERL Air Systems,✓,✓,✓,"","","",2019-10-08T07:52:02-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [115] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",350838,2018-03-19T10:03:35-07:00 Los_Angeles,fault,"",✓,✓,✓,Number,2020-05-11T00:31:14.081-07:00 Los_Angeles,2018-12-07T09:45:29.284-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"","",AO3000277,"","",✓,"","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-a36dda43 .+(\.|-| )HC?x?-VLV(-O)?,"","",Los_Angeles,%,"",✓,"","",✓,@p:ubcv:r:2093fba4-bfe38380 AERL HW Main Meter,"","","","","","","","",2020-04-14T16:50:01.785Z UTC
@p:ubcv:r:2242fc12-06c6243d AERL AHU-01 JCL-NAE12/N2-B.02B004UN.SA-T,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3006815,"",✓,"",JCL-NAE12/N2-B.02B004UN.SA-T,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:20dae5fa-ccb58b9a AERL AHU-01,"","","","","",@p:ubcv:r:2203b248-53158c67 AERL Air Systems,"","",✓,"","","",2019-10-08T07:52:02-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [130] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",130055,2018-03-16T06:40:17-07:00 Los_Angeles,fault,"","",✓,"",Number,2020-05-11T00:31:14.083-07:00 Los_Angeles,2018-12-07T09:45:29.281-08:00 Los_Angeles,"","","","","",Discharge Air Temp,"","",AI3000268,"","",✓,"","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",Los_Angeles,°C,"","","","","","","","","","","","","","",2020-04-14T16:50:00.704Z UTC
@p:ubcv:r:2242fc12-ebdc524b AERL FC-3 JCL-NAE12/N2-A.02A009UN9.DX1-C,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3001230,"",✓,"",JCL-NAE12/N2-A.02A009UN9.DX1-C,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","Off,On","",@p:ubcv:r:2242f080-994cbccc AERL FC-3,"","","","","",@p:ubcv:r:2242ea4c-daf9ee33 AERL Floor 3,"","",✓,"","","",2020-02-10T15:09:12-08:00 Los_Angeles,"","","",35,2017-11-09T20:50:53-08:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T13:54:12.538-07:00 Los_Angeles,2018-11-06T11:09:21.065-08:00 Los_Angeles,"","","","","",JCL-NAE12/N2-A.02A009UN9.DX1-C,"",✓,BO3001229,"","",✓,"","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","",JCL-NAE12/N2-A.02A009UN9.DX1-C.Trend,Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:50:43.896Z UTC
@p:ubcv:r:253ba37e-8a306f76 AERL Unsorted Points JCL-NAE13/FCB.FEC-006.SF-C,"",✓,"","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000784,"",✓,"",JCL-NAE13/FCB.FEC-006.SF-C,"",✓,"",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","Off,On","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"",✓,"","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2019-10-18T10:31:03-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [32] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",5,2019-10-16T11:13:03-07:00 Los_Angeles,fault,"","",✓,"",Bool,2020-05-12T12:37:47.698-07:00 Los_Angeles,"","","","","","",Discharge Fan Run Cmd,"","",BO3000659,"","","","","","","",✓,"","","","","","","","","",✓,"","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"","",Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:55:18.225Z UTC
@p:ubcv:r:253ba37e-ed845d52 AERL Unsorted Points JCL-NAE13/FCB.FEC-007.HCV-O,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000857,"",✓,"",JCL-NAE13/FCB.FEC-007.HCV-O,"",✓,"",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"",✓,✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",29542,2019-10-17T07:20:00-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:00:13.745-07:00 Los_Angeles,"","","","","","",Heating Valve Cmd,"","",AO3000674,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-5b7eff36 .+(\.|-| )HCV-O,"",JCL-NAE13/FCB.FEC-007.HCV-O.Trend1,Los_Angeles,%,"",✓,"","",✓,"","","","","","",3160.AHU-03.HCV-O,"","",2020-04-14T16:50:00.179Z UTC
@p:ubcv:r:2242fc12-473dd132 AERL Heating Plant JCL-NAE12/N2-B.02B001DX.DHW-ENB,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3001375,"",✓,"",JCL-NAE12/N2-B.02B001DX.DHW-ENB,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:2242f080-587be69b AERL Heating Plant,"","","","","",@p:ubcv:r:216981ef-9ee8f059 AERL Hydronic Systems,"","",✓,"","","",2019-05-22T06:00:02-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [13] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",628,2018-03-14T21:00:04-07:00 Los_Angeles,fault,"","",✓,"",Bool,2020-05-11T05:22:39.847-07:00 Los_Angeles,2018-07-30T13:54:04.379-07:00 Los_Angeles,"","","","","",JCL-NAE12/N2-B.02B001DX.DHW-ENB,"",✓,BO3000206,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","","",Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:52:37.042Z UTC
@p:ubcv:r:253ba37e-ac3c5507 AERL Unsorted Points JCL-NAE13/FCB.FEC-005.Parameters.EFFDAT-SP,"",✓,"","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000919,"",✓,"",JCL-NAE13/FCB.FEC-005.Parameters.EFFDAT-SP,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,✓,"",✓,"","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",58890,2019-10-17T11:15:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:00:13.763-07:00 Los_Angeles,"","","","","","",Discharge Air Temp Effective Sp,"","",AV3000714,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"",✓,"","","",@p:ubcv:r:23e65d3d-79dbc720 .+(\.|-| )EFFDAT-SP,✓,JCL-NAE13/FCB.FEC-005.Parameters.EFFDAT-SP.Trend1,Los_Angeles,°C,"","","","","","","","","","","",3160.AHU-01.EFFDAT-SP,"","",2020-04-09T19:02:17.596Z UTC
@p:ubcv:r:2242fc12-1c38dd13 AERL FC-3 JCL-NAE12/N2-A.02A009UN9.ZN-T,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3001218,"",✓,"",JCL-NAE12/N2-A.02A009UN9.ZN-T,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2242f080-994cbccc AERL FC-3,"","","","","",@p:ubcv:r:2242ea4c-daf9ee33 AERL Floor 3,"","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",37333,2018-03-18T16:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T13:54:12.557-07:00 Los_Angeles,2018-12-07T09:45:28.832-08:00 Los_Angeles,"","","","","",Zone Temp,"","",AI3001217,"","",✓,"","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE12/N2-A.02A009UN9.ZN-T.Trend,Los_Angeles,°C,"","","","","","","","","","","","",✓,"",2020-04-09T19:01:59.244Z UTC
@p:ubcv:r:253ba37e-c003661f AERL Unsorted Points JCL-NAE13/FCB.FEC-006.3160 FZR125-T,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000956,"",✓,"",JCL-NAE13/FCB.FEC-006.3160 FZR125-T,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",298731,2019-10-16T15:12:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:00:14.268-07:00 Los_Angeles,"","","","","","",JCL-NAE13/FCB.FEC-006.3160 FZR125-T,"",✓,AI3000954,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","",JCL-NAE13/FCB.FEC-006.3160 FZR125-T.Trend1,Los_Angeles,°C,"","","","","","","","","","","",3160.MISC.FZR125-T,"","",2020-04-09T19:02:17.598Z UTC
@p:ubcv:r:2242fc11-8bc81ade AERL Heating Plant P3 JCL-NAE12/N2-B.02B001DX.P3-C,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000184,"",✓,"",JCL-NAE12/N2-B.02B001DX.P3-C,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","Off,On",P3,@p:ubcv:r:2242f080-587be69b AERL Heating Plant,"","","","","",@p:ubcv:r:216981ef-9ee8f059 AERL Hydronic Systems,"","",✓,"","","",2019-05-22T07:54:28-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [37] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",28,2018-01-06T07:02:30-08:00 Los_Angeles,fault,"","",✓,✓,Bool,2020-05-11T05:22:39.875-07:00 Los_Angeles,2018-12-07T09:45:28.836-08:00 Los_Angeles,"","","","","",Run Cmd,"","",BO3000183,"","","","","","","",✓,"","","","","",✓,"","","",✓,"","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"","",Los_Angeles,"","","","","","","","","","","","","","","",2020-05-12T11:03:27.745Z UTC
@p:ubcv:r:2242fc11-c4a20f1a AERL Heating Plant JCL-NAE12/N2-B.02B001DX.HX1HWS-T,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000131,"",✓,"",JCL-NAE12/N2-B.02B001DX.HX1HWS-T,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2242f080-587be69b AERL Heating Plant,"","","","","",@p:ubcv:r:216981ef-9ee8f059 AERL Hydronic Systems,"","",✓,"","","",2019-05-22T08:30:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [41] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",20374,2018-03-18T16:00:00-07:00 Los_Angeles,fault,"","",✓,"",Number,2020-05-11T05:22:39.877-07:00 Los_Angeles,2018-07-30T13:54:04.394-07:00 Los_Angeles,"","","","","",JCL-NAE12/N2-B.02B001DX.HX1HWS-T,"",✓,AI3000130,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","","",Los_Angeles,_,"","","","","","","","","","","","","","",2020-04-09T19:15:04.02Z UTC
@p:ubcv:r:2242fc11-a27309ff AERL Heating Plant P8 JCL-NAE12/N2-B.02B001DX.P8-C,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000190,"",✓,"",JCL-NAE12/N2-B.02B001DX.P8-C,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","Off,On",P8,@p:ubcv:r:2242f080-587be69b AERL Heating Plant,"","","","","",@p:ubcv:r:216981ef-9ee8f059 AERL Hydronic Systems,"","",✓,"","","",2020-02-10T15:09:12-08:00 Los_Angeles,"","","",662,2018-03-14T21:05:04-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T13:54:12.567-07:00 Los_Angeles,2018-12-07T09:45:28.84-08:00 Los_Angeles,"","","","","",Run Cmd,"","",BO3000189,"","",✓,"","","","",✓,"","","","","",✓,"","","",✓,"","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"",JCL-NAE12/N2-B.02B001DX.P8-C.Trend,Los_Angeles,"","","","","","","","","","","","","","","",2020-05-12T11:03:27.786Z UTC
@p:ubcv:r:24edab6a-8ea364c7 AERL Unsorted Points JCL-NAE12/Programming.Floors.AL-OFFICE4.Schedule,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),SCH3001152,"","",✓,"",JCL-NAE12/Programming.Floors.AL-OFFICE4.Schedule,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","",unknown,"","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2019-08-21T08:45:00-07:00 Los_Angeles,"","","",182,2019-08-19T12:26:00-07:00 Los_Angeles,"","","",✓,"",Number,"","","","","","","",Scheduled Occupancy,"","","","","","","","","","",✓,"","","","","","","","","","","",✓,"","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","","",Los_Angeles,°C,"","","","","","","","","","","","","","",2020-03-12T18:49:48.992Z UTC
@p:ubcv:r:2242fc12-68c15fc0 AERL ATRIUM JCL-NAE12/Programming.Floors.Atrium.Interlock2.Trend2,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3006544,"",✓,"",JCL-NAE12/Programming.Floors.Atrium.Interlock2.Trend2,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2242f080-643125cb AERL ATRIUM,"","","","","",@p:ubcv:r:22453f95-9220b82c AERL Floor 5,"","",✓,"","","",2020-05-12T13:50:00-07:00 Los_Angeles,"","","",111751,2018-03-18T16:00:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T13:54:12.574-07:00 Los_Angeles,2018-07-30T13:54:04.366-07:00 Los_Angeles,"","","","","",JCL-NAE12/Programming.Floors.Atrium.Interlock2.Trend2,"",✓,146:3005902,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","","",Los_Angeles,_,"","","","","","","","","","","","","","",2020-04-09T19:15:04.021Z UTC
@p:ubcv:r:2242fc12-7decdb7f AERL Unsorted Points JCL-NAE12/Programming.Central Plant.AL-RAD.OAT-HL,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3006680,"",✓,"",JCL-NAE12/Programming.Central Plant.AL-RAD.OAT-HL,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2019-07-26T08:45:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [123] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",46673,2018-03-19T04:00:00-07:00 Los_Angeles,fault,"","",✓,"",Number,2020-05-11T00:31:14.077-07:00 Los_Angeles,2018-07-30T13:54:04.378-07:00 Los_Angeles,"","","","","",JCL-NAE12/Programming.Central Plant.AL-RAD.OAT-HL,"",✓,AV3000843,"","",✓,"","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","","",Los_Angeles,_,"","","","","","","","","","","","","","",2020-04-09T19:15:04.022Z UTC
@p:ubcv:r:2242fc12-2fe6d35b AERL ATRIUM JCL-NAE12/N2-B.02B018UN.DPR4-C,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000775,"",✓,"",JCL-NAE12/N2-B.02B018UN.DPR4-C,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","Close,Open",DPR4,@p:ubcv:r:2242f080-643125cb AERL ATRIUM,"","","","","",@p:ubcv:r:22453f95-9220b82c AERL Floor 5,"","",✓,"","","",2020-05-12T13:30:51-07:00 Los_Angeles,"","","",1136,2018-03-14T21:36:41-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T13:54:12.576-07:00 Los_Angeles,2018-12-07T09:45:28.846-08:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"","",BO3000774,"","",✓,"","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"",JCL-NAE12/N2-B.02B018UN.DPR4-C.Trend,Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:55:18.16Z UTC
@p:ubcv:r:253ba37e-09d147ab AERL Unsorted Points JCL-NAE13/FCB.FEC-006.LT-A,"","",✓,"",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000775,"",✓,"",JCL-NAE13/FCB.FEC-006.LT-A,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Normal,Alarm","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-04-03T10:22:13-07:00 Los_Angeles,"","","",9,2019-10-16T11:13:03-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:00:13.519-07:00 Los_Angeles,"","",✓,"","","",Low Temp Alarm,"","",BI3000653,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:24f02881-3b6e10f7 .+(\.|-| |_)LT-A(LM)?,✓,JCL-NAE13/FCB.FEC-006.LT-A.Trend1,Los_Angeles,"","","","","","","","","","","","",3160.AHU-02.LT-A,"","",2020-04-08T18:55:18.167Z UTC
@p:ubcv:r:24e730c6-a7d37480 AERL Unsorted Points JCL-NAE12/N2-B.02B004UN.SA-T,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000269,"",✓,"",JCL-NAE12/N2-B.02B004UN.SA-T,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2019-10-09T07:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [46] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",2657,2019-08-13T14:00:00-07:00 Los_Angeles,fault,"","",✓,"",Number,2020-05-11T05:22:39.95-07:00 Los_Angeles,"","","","","","",Discharge Air Temp,"","",AI3000268,"","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",Los_Angeles,°C,"","","","","","","","","","","","","","",2020-04-14T16:50:01.237Z UTC
@p:ubcv:r:253ba37e-4ac748e3 AERL Unsorted Points JCL-NAE13/FCB.FEC-006.Parameters.OCC-SCHEDULE,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000922,"",✓,"",JCL-NAE13/FCB.FEC-006.Parameters.OCC-SCHEDULE,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Occupied,UnOccupied,Standby,Not Set","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T07:00:01-07:00 Los_Angeles,"","","",289,2019-10-16T11:13:03-07:00 Los_Angeles,ok,"","",✓,"",Str,2020-05-12T14:00:13.6-07:00 Los_Angeles,"","","","","","",Scheduled Occupancy,"","",MSV3000792,✓,"","","","","","",✓,"","","","","","","","","","","","",✓,"",@p:ubcv:r:2093fba4-4cc32b93 AERL,"",✓,"","","",@p:ubcv:r:23e65d3d-446b0e76 .+(\.|-| )OCC-SCHEDU(LE)?,"",JCL-NAE13/FCB.FEC-006.Parameters.OCC-SCHEDULE.Trend1,Los_Angeles,"","","","","","","","","","","","",3160.AHU-02.OCC-SCHEDULE,"","",2020-04-08T18:50:08.887Z UTC
@p:ubcv:r:21cabf15-cf4f48f4 AERL HW Main Meter Flow,"","","","",@p:ubcv:r:21c7245b-dead55ca AERL DES Meter,AI4,"","",✓,"","","","","",@p:ubcv:r:21c7245b-dead55ca AERL DES Meter,"","","",✓,L/h => L/s,ok,0.07999999999999999L/s,"","","","",$equipRef $navName,"","","","","","","","","",@p:ubcv:r:2093fba4-bfe38380 AERL HW Main Meter,"","","","",✓,@p:ubcv:r:21697fca-1fbbf610 AERL Utilities,"","",✓,0.25L/s,10min,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",consumption,127148,2017-12-18T14:20:00-08:00 Los_Angeles,ok,"",✓,"","",Number,"","","","","","","",Flow,"","","","","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","","",Los_Angeles,L/s,✓,"","","",✓,"","","","","","","","","",2020-04-28T00:03:35.53Z UTC
