id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,chiller,cmd,co2,condenser,connRef,cooling,coolingTower,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,filter,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,lastTagged,leaving,low,max,mixed,mixing,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,preheat,pressure,proj_1830_3W2W,pump,quantityID,return,roomRef,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,testUnits,tlName,tz,unit,utilityPoint,valve,volume,water,zachName,zone,mod
@p:ubcv:r:238b4742-4d7ef340 Buchanan Tower Unsorted Points JCL-NAE17/FCB.17B-VND005.MWH,"","",@p:ubcv:r:21e1729b-a61b1e8f BUTO (NAE-17),"",TL3000159,✓,JCL-NAE17/FCB.17B-VND005.MWH,"","","","","",@p:ubcv:r:21e1729b-a61b1e8f BUTO (NAE-17),"","","","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","","",@p:ubcv:r:238b4731-78b3b4ff Buchanan Tower Unsorted Points,"","","","","",@p:ubcv:r:238b4731-e442fe9a Buchanan Tower Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",48757,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:13:34.501-07:00 Los_Angeles,2018-11-25T13:45:23.954-08:00 Los_Angeles,"","","","","",Energy,"",AV3000158,"","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:24818e7c-912c7dc9 .+(\.|-| )MWH,"","",JCL-NAE17/FCB.17B-VND005.MWH.Trend1,Los_Angeles,MWh,"","","","",BUTO.120-HE-P1.MWH,"",2020-04-09T19:02:00.841Z UTC
@p:ubcv:r:238b479b-2a93302f Buchanan Tower Rm 1025 FC-10-025 JCL-NAE15/FC-A.15A-FEC061.ZN-T,✓,"",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3007845,✓,JCL-NAE15/FC-A.15A-FEC061.ZN-T,"","","","","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:257dabab-248eee66 Buchanan Tower Rm 1025 FC-10-025,"","","","","",@p:ubcv:r:257dabab-bea9c5e8 Buchanan Tower Floor 1,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",50707,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:19:58.773-07:00 Los_Angeles,2018-12-07T09:45:31.713-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3007843,"","","","",✓,"","","","","","","","",@p:ubcv:r:257dabab-5df09cb7 Buchanan Tower Rm 1025,"","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE15/FC-A.15A-FEC061.ZN-T.Trend1,Los_Angeles,°C,"","","","",BUTO.RM-1025 - FC-10-025.ZN-T,✓,2020-04-09T19:02:00.626Z UTC
@p:ubcv:r:238b479a-4f4ddd98 Buchanan Tower Rm 0910 FC-09-011 JCL-NAE15/FC-A.15A-FEC015.ZN-SP,✓,"",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3006253,✓,JCL-NAE15/FC-A.15A-FEC015.ZN-SP,"","","","","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:257da866-c84ff429 Buchanan Tower Rm 0910 FC-09-011,"","","","","",@p:ubcv:r:257da5e1-94b509b6 Buchanan Tower Basement,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",50707,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:19:58.787-07:00 Los_Angeles,2018-12-07T09:45:31.994-08:00 Los_Angeles,"","","","","",Zone Temp Effective Sp,"",AV3006252,"","","","",✓,"","","","","","","","",@p:ubcv:r:257da7f4-2ab95b5f Buchanan Tower Rm 0910,"","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"",✓,"","","",@p:ubcv:r:2538dbc2-74c2178f .+(\.|-| )ZN-SP,✓,"",JCL-NAE15/FC-A.15A-FEC015.ZN-SP.Trend1,Los_Angeles,°C,"","","","","BUTO.RM-0910 - FC-09-010, FC-09-011.ZN-SP",✓,2020-04-09T19:02:00.628Z UTC
@p:ubcv:r:238b479b-b046d714 Buchanan Tower Rm 1021 FC-10-021 JCL-NAE15/FC-A.15A-FEC057.SF-S,✓,"",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3007729,✓,JCL-NAE15/FC-A.15A-FEC057.SF-S,"","","","","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","Off,On","",@p:ubcv:r:257dabab-c31551f2 Buchanan Tower Rm 1021 FC-10-021,"",✓,"","","",@p:ubcv:r:257dabab-bea9c5e8 Buchanan Tower Floor 1,"",✓,"","","",2020-05-03T02:06:32-07:00 Los_Angeles,"","","",1394,2018-11-24T09:19:22-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:19:54.868-07:00 Los_Angeles,2018-12-07T09:45:32.046-08:00 Los_Angeles,"","","","","",Discharge Fan Run Status,"",BI3007728,"","","","",✓,"","","","","","","","",@p:ubcv:r:257dabab-f16a636a Buchanan Tower Rm 1021,✓,"",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE15/FC-A.15A-FEC057.SF-S.Trend1,Los_Angeles,"","","","","",BUTO.RM-1021 - FC-10-021.SF-S,"",2020-04-08T18:50:40.016Z UTC
@p:ubcv:r:238b47ce-455a83ed Buchanan Tower East RHC JCL-NAE16/FCB.16B-FEC013.E_P6-C,"","",@p:ubcv:r:21e6b249-09d05416 BUTO (NAE-16),"",TL3001302,✓,JCL-NAE16/FCB.16B-FEC013.E_P6-C,"","",✓,"","",@p:ubcv:r:21e6b249-09d05416 BUTO (NAE-16),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:25868cf2-64ae1c9a Buchanan Tower East RHC,"","","","","",@p:ubcv:r:257da38f-66421eb2 Buchanan Tower Air Systems,"",✓,"","","",2020-04-23T12:30:01-07:00 Los_Angeles,"","","",887,2018-12-12T18:35:01-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:22:47.95-07:00 Los_Angeles,2018-12-07T09:45:25.989-08:00 Los_Angeles,"","","","","",Pump Run Cmd,"",BO3001301,"","","","",✓,"","","","","",✓,"","","",✓,"","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"","",JCL-NAE16/FCB.16B-FEC013.E_P6-C.Trend1,Los_Angeles,"","","","","",BUTO.East-RH.E_P6-C,"",2020-04-08T18:52:39.96Z UTC
@p:ubcv:r:238b479b-42e663da Buchanan Tower Rm 1027 FC-10-027 JCL-NAE15/FC-A.15A-FEC063.ZN-T,✓,"",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3007909,✓,JCL-NAE15/FC-A.15A-FEC063.ZN-T,"","","","","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:257dabab-ab06d6c2 Buchanan Tower Rm 1027 FC-10-027,"","","","","",@p:ubcv:r:257dabab-bea9c5e8 Buchanan Tower Floor 1,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",50707,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:19:58.803-07:00 Los_Angeles,2018-12-07T09:45:31.859-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3007907,"","","","",✓,"","","","","","","","",@p:ubcv:r:257dabab-3dc69f07 Buchanan Tower Rm 1027,"","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE15/FC-A.15A-FEC063.ZN-T.Trend1,Los_Angeles,°C,"","","","",BUTO.RM-1027 - FC-10-027.ZN-T,✓,2020-04-09T19:02:00.63Z UTC
@p:ubcv:r:25a72fc1-04224b61 Buchanan Tower Unsorted Points JCL-NAE05/FCB-02.FEC-019.ZN-SP,✓,"",@p:ubcv:r:257d5bd3-9a3ffa02 BUTO (NAE-05),"",TL3004072,"",JCL-NAE05/FCB-02.FEC-019.ZN-SP,"","","","","",@p:ubcv:r:257d5bd3-9a3ffa02 BUTO (NAE-05),"","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:238b4731-78b3b4ff Buchanan Tower Unsorted Points,"","","","","",@p:ubcv:r:238b4731-e442fe9a Buchanan Tower Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",12133,2020-01-06T13:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:15:34.578-07:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AV3002845,"","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"",✓,"","","",@p:ubcv:r:2538dbc2-74c2178f .+(\.|-| )ZN-SP,✓,"",JCL-NAE05/FCB-02.FEC-019.ZN-SP.Trend1,Los_Angeles,°C,"","","","",1200.AHU-01.FC-08-18.ZN-SP,✓,2020-04-09T19:01:58.104Z UTC
@p:ubcv:r:238b4742-69813613 Buchanan Tower Unsorted Points JCL-NAE17/FCB.Local Application.BUTO-HX1_CV-HE1A-FB,"","",@p:ubcv:r:21e1729b-a61b1e8f BUTO (NAE-17),"",TL3000090,✓,JCL-NAE17/FCB.Local Application.BUTO-HX1_CV-HE1A-FB,"","","","","",@p:ubcv:r:21e1729b-a61b1e8f BUTO (NAE-17),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:238b4731-78b3b4ff Buchanan Tower Unsorted Points,"","",✓,"","",@p:ubcv:r:238b4731-e442fe9a Buchanan Tower Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",24647,2018-11-22T15:30:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:13:34.362-07:00 Los_Angeles,2018-11-25T13:45:23.273-08:00 Los_Angeles,"","","","","",Valve Feedback,"",AI3000044,"","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:2512c909-1151651e .+(\.|-| )HE\d\w?\d?-FB,"","",JCL-NAE17/FCB.Local Application.BUTO-HX1_CV-HE1A-FB.Trend1,Los_Angeles,%,"",✓,"",✓,BUTO-HX1.CV-HE1A-FB,"",2020-04-14T16:50:03.18Z UTC
@p:ubcv:r:21dffdad-a14f0c68 Buchanan Tower HW Main Meter Flow,"","",@p:ubcv:r:25c381a3-af1f32cc BUTO DES Meter,AI4,"",✓,"","","","","","",@p:ubcv:r:25c381a3-af1f32cc BUTO DES Meter,"","",✓,m³/h => L/s,ok,1.838888857099745L/s,"","","","",$equipRef $navName,"","","","","","","","","",@p:ubcv:r:209d1c46-5c97d656 Buchanan Tower HW Main Meter,"","","","",✓,@p:ubcv:r:21697fca-cec2dd99 Buchanan Tower Utilities,"",✓,0.25L/s,10min,"",2020-05-12T14:24:01-07:00 Los_Angeles,"","",consumption,355014,2018-01-03T12:50:00-08:00 Los_Angeles,ok,"",✓,"","",Number,"","","","","","","",Flow,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","","","","","",Los_Angeles,L/s,✓,"","",✓,"","",2020-04-28T00:03:35.944Z UTC
@p:ubcv:r:257d5e3a-13faa1cd Buchanan Tower Rm 516 FC-05-16 JCL-NAE05/FCB-01.FEC-016.ZN-SP,✓,"",@p:ubcv:r:257d5bd3-9a3ffa02 BUTO (NAE-05),"",TL3001318,"",JCL-NAE05/FCB-01.FEC-016.ZN-SP,"","","","","",@p:ubcv:r:257d5bd3-9a3ffa02 BUTO (NAE-05),"","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:257daac8-78acf2f8 Buchanan Tower Rm 516 FC-05-16,"","","","","",@p:ubcv:r:257daac7-f3d4c5f0 Buchanan Tower Floor 5,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",15260,2019-12-04T23:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:15:34.588-07:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AV3000312,"","","","",✓,"","","","","","","","",@p:ubcv:r:257daac8-0db124b5 Buchanan Tower Rm 516,"","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"",✓,"","","",@p:ubcv:r:2538dbc2-74c2178f .+(\.|-| )ZN-SP,✓,"",JCL-NAE05/FCB-01.FEC-016.ZN-SP.Trend1,Los_Angeles,°C,"","","","",1200.AHU-01.FC-05-16.ZN-SP,✓,2020-04-09T19:01:58.11Z UTC
@p:ubcv:r:257d5e3a-e0d2cfa5 Buchanan Tower Rm 599 SAV-05-01 JCL-NAE05/FCB-01.VMA-029.Flow.DA-VP,✓,"",@p:ubcv:r:257d5bd3-9a3ffa02 BUTO (NAE-05),"",TL3002283,"",JCL-NAE05/FCB-01.VMA-029.Flow.DA-VP,"","",✓,"","",@p:ubcv:r:257d5bd3-9a3ffa02 BUTO (NAE-05),"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:257daac8-1355e2d7 Buchanan Tower Rm 599 SAV-05-01,"","","","","",@p:ubcv:r:257daac7-f3d4c5f0 Buchanan Tower Floor 5,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",15133,2019-12-05T23:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:15:34.592-07:00 Los_Angeles,"","","","","","",Discharge Air Pressure Cmd,"",AI3000766,"","","","",✓,"","","",✓,"","","","",@p:ubcv:r:257daac8-8c9f5985 Buchanan Tower Rm 599,"","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-7f24f88c .+(\.|-| )(SA|DA)-VP,"","",JCL-NAE05/FCB-01.VMA-029.Flow.DA-VP.Trend1,Los_Angeles,Pa,"","","","",1200.AHU-02.SAV-5-1.DA-VP,"",2020-04-09T19:01:58.112Z UTC
@p:ubcv:r:238b4799-040a259f Buchanan Tower Rm 09xx SAV-09-003 JCL-NAE15/FC-A.15A-VMA013.DA-T,✓,"",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3006180,✓,JCL-NAE15/FC-A.15A-VMA013.DA-T,"","","","","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:257da866-8025c6d8 Buchanan Tower Rm 09xx SAV-09-003,"","","","","",@p:ubcv:r:257da5e1-94b509b6 Buchanan Tower Basement,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",50707,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:19:58.84-07:00 Los_Angeles,2018-12-07T09:45:30.759-08:00 Los_Angeles,"","","","","",Discharge Air Temp,"",AI3006179,"","","","",✓,"","","","","","","","",@p:ubcv:r:257da7f3-600291d7 Buchanan Tower Rm 09xx,"","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE15/FC-A.15A-VMA013.DA-T.Trend1,Los_Angeles,°C,"","","","",BUTO.RM-09xx - SAV-09-003.DA-T,"",2020-04-09T19:02:00.635Z UTC
@p:ubcv:r:238b47ce-ac69960b Buchanan Tower AHU-01 JCL-NAE16/FCB.16B-FEC013.IDUCA-C,"","",@p:ubcv:r:21e6b249-09d05416 BUTO (NAE-16),"",TL3000546,✓,JCL-NAE16/FCB.16B-FEC013.IDUCA-C,"","","","","",@p:ubcv:r:21e6b249-09d05416 BUTO (NAE-16),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Disable,Enable","",@p:ubcv:r:257da3cd-3c162dd2 Buchanan Tower AHU-01,"","","","","",@p:ubcv:r:257da38f-66421eb2 Buchanan Tower Air Systems,"",✓,"","","",2020-04-23T09:18:02-07:00 Los_Angeles,"","","",262,2018-12-17T15:08:10-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:22:47.584-07:00 Los_Angeles,2018-11-25T13:45:23.717-08:00 Los_Angeles,"","","","","",JCL-NAE16/FCB.16B-FEC013.IDUCA-C,✓,BO3000232,"","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","","","","",JCL-NAE16/FCB.16B-FEC013.IDUCA-C.Trend1,Los_Angeles,"","","","","",BUTO.AHU-1.IDUCA-C,"",2020-04-08T18:55:24.416Z UTC
@p:ubcv:r:257d5cc3-07e7f56b Buchanan Tower Rm 0322 SAV-03-003 JCL-NAE18/FCB-01.VMA-025.DA-T,✓,"",@p:ubcv:r:257d5b13-c476a3a1 BUTO (NAE-18),"",TL3002686,"",JCL-NAE18/FCB-01.VMA-025.DA-T,"","","","","",@p:ubcv:r:257d5b13-c476a3a1 BUTO (NAE-18),"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:257da868-3d330932 Buchanan Tower Rm 0322 SAV-03-003,"","","","","",@p:ubcv:r:257da5e1-94b509b6 Buchanan Tower Basement,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",15139,2019-12-05T22:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:19:54.582-07:00 Los_Angeles,"","","","","","",Discharge Air Temp,"",AI3002685,"","","","",✓,"","","","","","","","",@p:ubcv:r:257da7f4-827aee93 Buchanan Tower Rm 0322,"","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE18/FCB-01.VMA-025.DA-T.Trend1,Los_Angeles,°C,"","","","",RM-0322 - SAV-03-003.DA-T,"",2020-04-09T19:02:01.026Z UTC
@p:ubcv:r:263b766a-445cabfd Buchanan Tower Elec Main Meter Power,"","","","","","","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,"","",✓,"",ok,61.69974136352539kW,"","","","",$equipRef $navName,"","","",✓,"","","","","",@p:ubcv:r:209d1c46-dfbd9089 Buchanan Tower Elec Main Meter,"","","","","",@p:ubcv:r:21697fca-cec2dd99 Buchanan Tower Utilities,"",✓,5kW,15min,"",2020-05-12T14:22:54-07:00 Los_Angeles,"","","",349575,2011-03-31T17:00:00-07:00 Los_Angeles,ok,"","","","",Number,"","","","","","","",Power,"","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Buchanan_Twr_120.Elec_Power,✓,"",✓,"",✓,"","","","",116,"","","","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,80,"","",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","","",Los_Angeles,kW,✓,"","","","","",2020-05-12T08:00:09.746Z UTC
@p:ubcv:r:238b47ce-2e69e571 Buchanan Tower Unsorted Points JCL-NAE16/FCB.16B-FEC017.Mixed Air Damper SL-OUTSTATE,"","",@p:ubcv:r:21e6b249-09d05416 BUTO (NAE-16),"",TL3001267,✓,JCL-NAE16/FCB.16B-FEC017.Mixed Air Damper SL-OUTSTATE,"","","","","",@p:ubcv:r:21e6b249-09d05416 BUTO (NAE-16),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,Max,Control,Hold","",@p:ubcv:r:238b4731-78b3b4ff Buchanan Tower Unsorted Points,"","","","","",@p:ubcv:r:238b4731-e442fe9a Buchanan Tower Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)",2020-04-23T09:18:04-07:00 Los_Angeles,"","","",8,2018-12-17T15:08:14-08:00 Los_Angeles,ok,"","","",✓,Str,2020-05-12T14:22:47.893-07:00 Los_Angeles,2018-11-25T13:45:23.222-08:00 Los_Angeles,"","","","","",JCL-NAE16/FCB.16B-FEC017.Mixed Air Damper SL-OUTSTATE,✓,MSV3001266,"","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","","","","",JCL-NAE16/FCB.16B-FEC017.Mixed Air Damper SL-OUTSTATE.Trend1,Los_Angeles,"","","","","",BUTO.REF SYS.Mixed Air Damper SL-OUTSTATE,"",2020-04-08T18:50:42.651Z UTC
@p:ubcv:r:238b479a-6114b0f8 Buchanan Tower Rm 0997 SAV-09-002 JCL-NAE15/FC-A.15A-VMA017.ZN-T,✓,"",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3006323,✓,JCL-NAE15/FC-A.15A-VMA017.ZN-T,"","","","","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:257da866-57ee90ca Buchanan Tower Rm 0997 SAV-09-002,"","","","","",@p:ubcv:r:257da5e1-94b509b6 Buchanan Tower Basement,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",50707,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:19:58.873-07:00 Los_Angeles,2018-12-07T09:45:32.17-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3006321,"","","","",✓,"","","","","","","","",@p:ubcv:r:257da7f4-425e7c11 Buchanan Tower Rm 0997,"","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE15/FC-A.15A-VMA017.ZN-T.Trend1,Los_Angeles,°C,"","","","",BUTO.RM-0997 - SAV-09-002.ZN-T,✓,2020-04-09T19:02:00.639Z UTC
@p:ubcv:r:238b479b-f38f04a0 Buchanan Tower Rm 1023 FC-10-023 JCL-NAE15/FC-A.15A-FEC059.ZN-T,✓,"",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3007781,✓,JCL-NAE15/FC-A.15A-FEC059.ZN-T,"","","","","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:257dabab-5e5f8334 Buchanan Tower Rm 1023 FC-10-023,"","","","","",@p:ubcv:r:257dabab-bea9c5e8 Buchanan Tower Floor 1,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",50707,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:19:58.89-07:00 Los_Angeles,2018-12-07T09:45:31.796-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3007779,"","","","",✓,"","","","","","","","",@p:ubcv:r:257dabab-f12976fd Buchanan Tower Rm 1023,"","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE15/FC-A.15A-FEC059.ZN-T.Trend1,Los_Angeles,°C,"","","","",BUTO.RM-1023 - FC-10-023.ZN-T,✓,2020-04-09T19:02:00.641Z UTC
@p:ubcv:r:238b47ce-0e8795bd Buchanan Tower Unsorted Points JCL-NAE16/FCB.16B-FEC016.N_RM222-T,✓,"",@p:ubcv:r:21e6b249-09d05416 BUTO (NAE-16),"",TL3000745,✓,JCL-NAE16/FCB.16B-FEC016.N_RM222-T,"","","","","",@p:ubcv:r:21e6b249-09d05416 BUTO (NAE-16),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:238b4731-78b3b4ff Buchanan Tower Unsorted Points,"","","","","",@p:ubcv:r:238b4731-e442fe9a Buchanan Tower Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",51260,2018-11-22T03:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:22:50.516-07:00 Los_Angeles,2018-11-25T13:45:23.647-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3000356,"","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:2538d9da-1aedb8c9 .+(\.|-| |_)RM(\d+\w?)?-Z?T,✓,"",JCL-NAE16/FCB.16B-FEC016.N_RM222-T.Trend1,Los_Angeles,°C,"","","","",BUTO.2nd-Floor.N_RM222-T,✓,2020-04-14T16:50:02.149Z UTC
@p:ubcv:r:257d5cc3-fdb4c82c Buchanan Tower Rm 0302 FC-03-002 JCL-NAE18/FCB-01.FEC-005.ZN-T,✓,"",@p:ubcv:r:257d5b13-c476a3a1 BUTO (NAE-18),"",TL3002048,"",JCL-NAE18/FCB-01.FEC-005.ZN-T,"","","","","",@p:ubcv:r:257d5b13-c476a3a1 BUTO (NAE-18),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:257da867-79ac3573 Buchanan Tower Rm 0302 FC-03-002,"","","","","",@p:ubcv:r:257da5e1-94b509b6 Buchanan Tower Basement,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",15139,2019-12-05T22:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:19:54.591-07:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3002046,"","","","",✓,"","","","","","","","",@p:ubcv:r:257da7f4-ab7b172a Buchanan Tower Rm 0302,"","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE18/FCB-01.FEC-005.ZN-T.Trend1,Los_Angeles,°C,"","","","",RM-0302 - FC-03-002.ZN-T,✓,2020-04-09T19:02:01.031Z UTC
