id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,chilled,cmd,connRef,cooling,curStatus,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,gas,groupRef,heating,his,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,low,navName,noTagMatch,objectId,outside,parcHtgEnergy,parc_Meter,perimeterHeat,point,pointType,power,pressure,pump,quantityID,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:245f4bac-929a722d Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-26.ZN6-H,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3001317,TL3001325,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-26.ZN6-H,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",50584,2019-05-02T12:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T15:53:33.147-07:00 Los_Angeles,"","",Zone Humidity,"",AI3001317,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3e-0f1acace .+(\.|-| )ZN(LL)?(\d+)?\w?-H,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-26.ZN6-H.Trend1,Los_Angeles,%RH,"","","","",✓,2020-04-09T19:01:57.975Z UTC
@p:ubcv:r:245f4bac-37793c6e Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-07.Parameters.EFFHTG-SP,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3000439,TL3001030,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-07.Parameters.EFFHTG-SP,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,✓,✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.149-07:00 Los_Angeles,"","",Zone Temp Effective Heating Sp,"",AV3000439,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"",✓,"","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-07.Parameters.EFFHTG-SP.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.976Z UTC
@p:ubcv:r:24affebb-eebeeecc Parc Library Elec Main Meter Power,"","","","","","","","","","",@p:ubcv:r:23060489-d61f5459 ION DB,"","",$equipRef $navName,"","","",✓,"","","","","",@p:ubcv:r:24affe0c-5461a8d6 Parc Library Elec Main Meter,"","","",@p:ubcv:r:24affe0c-f95ebdd2 Parc Library Utilities,"",✓,2020-05-12T03:15:00-07:00 Los_Angeles,"","",30107,2019-06-19T13:00:00-07:00 Los_Angeles,ok,"","","","",Number,"","","",Power,"","","","","","",✓,✓,✓,"","",738,"","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,465,"","",@p:ubcv:r:23060489-d61f5459 ION DB,✓,✓,"","","","",Los_Angeles,kW,✓,"","","","",2020-05-06T19:21:27.474Z UTC
@p:ubcv:r:245f4ba9-2c216d8d Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-14.ZN-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000152,TL3000632,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-14.ZN-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.15-07:00 Los_Angeles,"","",Zone Temp,"",AI3000152,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-14.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.977Z UTC
@p:ubcv:r:245f4bac-bcddb517 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-11.Parameters.EFFHTG-SP,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3000563,TL3001038,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-11.Parameters.EFFHTG-SP,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,✓,✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.152-07:00 Los_Angeles,"","",Zone Temp Effective Heating Sp,"",AV3000563,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"",✓,"","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-11.Parameters.EFFHTG-SP.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.978Z UTC
@p:ubcv:r:24edab6a-ca9dbaa3 Parc Library Unsorted Points JCL-NAE07/Schedule.HRV-02,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),SCH3004368,"",✓,JCL-NAE07/Schedule.HRV-02,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2019-08-21T08:45:00-07:00 Los_Angeles,"","",182,2019-08-19T12:26:00-07:00 Los_Angeles,"","","","",✓,Number,"","","",Scheduled Occupancy,"","","","","","",✓,"","","","","","",✓,"",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","","",Los_Angeles,"","","","","","",2019-11-07T23:48:39.867Z UTC
@p:ubcv:r:245f4bac-f1ca6180 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-17.Parameters.EFFCLG-SP,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3000750,TL3001051,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-17.Parameters.EFFCLG-SP,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),✓,unknown,$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.154-07:00 Los_Angeles,"","",Zone Temp Effective Cooling Sp,"",AV3000750,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-17.Parameters.EFFCLG-SP.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.979Z UTC
@p:ubcv:r:245f4bac-af6865ec Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.BYPV-O,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AO3002629,TL3003787,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.BYPV-O,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",50584,2019-05-02T12:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.157-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.BYPV-O,✓,AO3002629,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.BYPV-O.Trend1,Los_Angeles,_,"","","","","",2020-04-09T19:15:03.337Z UTC
@p:ubcv:r:245f4ba7-1240340b Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.ZN-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000064,TL3000384,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.ZN-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.159-07:00 Los_Angeles,"","",Zone Temp,"",AI3000064,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.981Z UTC
@p:ubcv:r:245f4bac-de2d6df2 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-18.Parameters.EFFCLG-SP,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3000781,TL3001053,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-18.Parameters.EFFCLG-SP,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),✓,unknown,$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.161-07:00 Los_Angeles,"","",Zone Temp Effective Cooling Sp,"",AV3000781,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-18.Parameters.EFFCLG-SP.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.982Z UTC
@p:ubcv:r:245f4bac-d887cc71 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-20.UH01-S,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),BI3000286,TL3000942,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-20.UH01-S,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T12:54:52-07:00 Los_Angeles,"","",19808,2019-05-03T08:17:36-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:53:32.747-07:00 Los_Angeles,"","",Run Status,"",BI3000286,"","","",✓,✓,"","","","","",✓,"",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-543306c4 .+(\.|-| )UH\d+-S,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-20.UH01-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:50:08.336Z UTC
@p:ubcv:r:245f4bab-667ba946 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  VND-29.Volume Total,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3000229,TL3000828,✓,JCL-NAE07/FCB-01.JCL-NAE03  VND-29.Volume Total,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.163-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  VND-29.Volume Total,✓,AV3000229,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  VND-29.Volume Total.Trend1,Los_Angeles,L,"","","","","",2020-04-09T19:01:57.983Z UTC
@p:ubcv:r:245f4bac-f2173c12 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.PHWS-T,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000243,TL3000842,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.PHWS-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.165-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.PHWS-T,✓,AI3000243,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.PHWS-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.984Z UTC
@p:ubcv:r:245f4bac-cc3779e2 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Parameters.ZNx-H (NV),"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3000910,TL3001060,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Parameters.ZNx-H (NV),"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.167-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Parameters.ZNx-H (NV),✓,AV3000910,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Parameters.ZNx-H (NV).Trend1,Los_Angeles,%RH,"","","","","",2020-04-09T19:01:57.985Z UTC
@p:ubcv:r:245f4bac-d5bcaf13 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-20.CO-LEVEL,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000289,TL3000947,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-20.CO-LEVEL,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49766,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.169-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-20.CO-LEVEL,✓,AI3000289,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-20.CO-LEVEL.Trend1,Los_Angeles,ppm,"","","","","",2020-04-09T19:01:57.986Z UTC
@p:ubcv:r:245f4baa-30b33f65 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-18.DA-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000198,TL3000757,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-18.DA-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.171-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI3000198,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-18.DA-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.987Z UTC
@p:ubcv:r:245f4bac-4d92c5bd Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Parameters.HUM-SP,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3000905,TL3001058,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Parameters.HUM-SP,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.173-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Parameters.HUM-SP,✓,AV3000905,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.Parameters.HUM-SP.Trend1,Los_Angeles,%,"","","","","",2020-04-09T19:01:57.988Z UTC
@p:ubcv:r:245f4bac-4b744135 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  VND-30.Supply Temperature,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000232,TL3000831,✓,JCL-NAE07/FCB-01.JCL-NAE03  VND-30.Supply Temperature,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.175-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  VND-30.Supply Temperature,✓,AI3000232,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  VND-30.Supply Temperature.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.989Z UTC
@p:ubcv:r:245f4baa-91a7f2cd Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-15.HTG-O,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AO3000166,TL3000665,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-15.HTG-O,"","",✓,@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,✓,✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T15:53:33.177-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3000166,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-15.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:57.99Z UTC
@p:ubcv:r:245f4bac-0b3caae6 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-12.ZN-C02,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000302,TL3000968,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-12.ZN-C02,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49766,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.179-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-12.ZN-C02,✓,AI3000302,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-12.ZN-C02.Trend1,Los_Angeles,ppm,"","","","","",2020-04-09T19:01:57.991Z UTC
@p:ubcv:r:245f4ba8-4f8b9b2d Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-09.ZN-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000097,TL3000477,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-09.ZN-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.181-07:00 Los_Angeles,"","",Zone Temp,"",AI3000097,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-09.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.992Z UTC
@p:ubcv:r:245f4bac-3a65ede3 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-25.DA1-P,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000326,TL3000994,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-25.DA1-P,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49766,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.183-07:00 Los_Angeles,"","",Discharge Air Pressure,"",AI3000326,"","","","",✓,"","",✓,"","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-6b746a04 .+(\.|-| )(S|D)A\d?-P,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-25.DA1-P.Trend1,Los_Angeles,Pa,"","","","","",2020-04-09T19:01:57.993Z UTC
@p:ubcv:r:245f4baa-ccb57864 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-16.CLG-O,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AO3000178,TL3000697,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-16.CLG-O,"",✓,✓,@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),✓,unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.187-07:00 Los_Angeles,"","",Cooling Valve Cmd,"",AO3000178,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-16.CLG-O.Trend1,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:57.994Z UTC
