id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,boiler,bridgeName,bypass,chilled,cmd,co2,condenser,connRef,cool,cooling,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,des,differential,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,filter,flow,gas,groupRef,heat,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mode,navName,nestHW,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,pressure,primaryLoop,primarySide,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siteRef,slab,smokeDetector,sourceID,sp,speed,sqlConnRef,sqlPoint,sump,tagTableRef,temp,temporary,temporaryOccupancy,testUnits,tlName,toTag,tz,uh,unit,utilityPoint,valve,volume,warmCoomAdjust,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:260ca752-264dfafe AMS Nest Unsorted Points JCL-NAE43/FCB-02.FEC-57.ZN2-T,"",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3010220,"","",JCL-NAE43/FCB-02.FEC-57.ZN2-T,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-03-25T12:15:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [77] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",177,2020-03-23T16:15:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T00:31:26.481-07:00 Los_Angeles,"","","","","","",Zone Temp,"","",AI3008875,"","","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"","","",JCL-NAE43/FCB-02.FEC-57.ZN2-T.Trend1,"",Los_Angeles,"",°C,"","","","","","","",ZN2-T,✓,2020-04-14T16:50:01.046Z UTC
@p:ubcv:r:22c43bc3-a2b16495 AMS Nest AHU-08 JCL-NAE43/FCB-01.FEC-40.RA-T,"",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3002430,"",✓,JCL-NAE43/FCB-01.FEC-40.RA-T,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c43bc3-08a743f7 AMS Nest AHU-08,"","","","","","",@p:ubcv:r:2203b248-ca87681d AMS Nest Air Systems,"","","","",✓,"","","",2020-05-12T13:45:00-07:00 Los_Angeles,"","","",64958,2018-06-25T05:00:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:49.51-07:00 Los_Angeles,2018-12-07T09:45:34.598-08:00 Los_Angeles,"","","","","",Return Air Temp,"","",AI3002429,"","","","","","","",✓,"","","","","","","","",✓,"","","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-33dbc1b0 .+(\.|-| )RA-T,✓,"","","",JCL-NAE43/FCB-01.FEC-40.RA-T.Trend1,"",Los_Angeles,"",°C,"","","","","","","",AHU-08.RA-T,"",2020-04-30T11:09:52.154Z UTC
@p:ubcv:r:22c59bf2-86a675f7 AMS Nest Rm 2306 VAV-2-06 JCL-NAE41/FCB-01.VMA-30.SA-F,"",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3001804,"",✓,JCL-NAE41/FCB-01.VMA-30.SA-F,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c59bf2-59f87e8f AMS Nest Rm 2306 VAV-2-06,"","","","",✓,"",@p:ubcv:r:22c04b19-adb85333 AMS Nest Floor 2,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:25.082-07:00 Los_Angeles,2019-04-11T16:04:13.553-07:00 Los_Angeles,"","","","","",Discharge Air Flow,"","",AV3000355,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043d-916b6c11 AMS Nest Rm 2306,"","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","","","",JCL-NAE41/FCB-01.VMA-30.SA-F.Trend1,"",Los_Angeles,"",L/s,"","","","","","","","","",2020-04-09T19:02:10.686Z UTC
@p:ubcv:r:22c59bf5-ac8f71f3 AMS Nest UH-05 JCL-NAE41/FCB-01.FEC-14.ZN1102-T,"",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3004770,"",✓,JCL-NAE41/FCB-01.FEC-14.ZN1102-T,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c59bf5-d3ba750f AMS Nest UH-05,"","","","","","",@p:ubcv:r:22c04b18-7105905c AMS Nest Floor,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:25.085-07:00 Los_Angeles,2018-12-07T09:45:34.6-08:00 Los_Angeles,"","","","","",Zone Temp,"","",AI3004768,"","","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"","","",JCL-NAE41/FCB-01.FEC-14.ZN1102-T.Trend1,"",Los_Angeles,"",°C,"","","","","","","","",✓,2020-04-09T19:02:10.688Z UTC
@p:ubcv:r:22c59bc0-8c4e6d84 AMS Nest Rm LL302 VAV-0-04 JCL-NAE40/FCB-01.VMA-12.DPR-O,"",✓,"","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"",TL3000480,"",✓,JCL-NAE40/FCB-01.VMA-12.DPR-O,"","","","",✓,"","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"","","","","","","","",✓,"","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c59bc0-33a27d85 AMS Nest Rm LL302 VAV-0-04,"","","","","","",@p:ubcv:r:22c04b19-0bbc31f3 AMS Nest Floor 0,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",64807,2018-06-26T06:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:00:14.725-07:00 Los_Angeles,2019-04-11T16:04:14.046-07:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"","",AO3000091,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043c-29aef478 AMS Nest Rm LL302,"","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","","","",JCL-NAE40/FCB-01.VMA-12.DPR-O.Trend1,"",Los_Angeles,"",%,"","","","","","","",FVAV-0-04.DPR-O,"",2020-04-09T19:02:09.522Z UTC
@p:ubcv:r:22c59bf2-515ab389 AMS Nest Rm 2301e VAV-2-03 JCL-NAE41/FCB-01.VMA-39.HTG-O,"","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3002035,"",✓,JCL-NAE41/FCB-01.VMA-39.HTG-O,"","","","",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c59bf2-a95dcf12 AMS Nest Rm 2301e VAV-2-03,"","","","","","",@p:ubcv:r:22c04b19-adb85333 AMS Nest Floor 2,✓,"",✓,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"",✓,"",✓,"",Number,2020-05-12T14:03:25.087-07:00 Los_Angeles,2018-12-07T09:45:35.238-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"","",AO3000485,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043c-a7c45ecd AMS Nest Rm 2301e,"","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","","","",JCL-NAE41/FCB-01.VMA-39.HTG-O.Trend1,"",Los_Angeles,"",%,"",✓,"","",✓,"","","","",2020-04-09T19:02:10.689Z UTC
@p:ubcv:r:22c59bf4-5489bfb1 AMS Nest Rm 3563 VAV-3-17 JCL-NAE41/FCB-02.VMA-20.ZN3302f-T,"",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3003173,"",✓,JCL-NAE41/FCB-02.VMA-20.ZN3302f-T,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c59bf4-31f98f76 AMS Nest Rm 3563 VAV-3-17,"","","","","","",@p:ubcv:r:22c04b18-07b532eb AMS Nest Floor 3,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:25.093-07:00 Los_Angeles,2018-12-07T09:45:35.669-08:00 Los_Angeles,"","","","","",Zone Temp,"","",AI3001103,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22c04b18-e954641a AMS Nest Rm 3563,"","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"","","",JCL-NAE41/FCB-02.VMA-20.ZN3302f-T.Trend1,"",Los_Angeles,"",°C,"","","","","","","","",✓,2020-04-09T19:02:10.692Z UTC
@p:ubcv:r:22c59bf2-ac8bdd5b AMS Nest Rm 2114 VAV-2-11 JCL-NAE41/FCB-01.VMA-35.ZN2132-Q,"",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3001932,"",✓,JCL-NAE41/FCB-01.VMA-35.ZN2132-Q,"","","","","",✓,"",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c59bf2-79ac115d AMS Nest Rm 2114 VAV-2-11,"","","","","","",@p:ubcv:r:22c04b19-adb85333 AMS Nest Floor 2,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32630,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:25.095-07:00 Los_Angeles,2018-12-07T09:45:35.669-08:00 Los_Angeles,"","","","","",Zone Co2,"","",AI3000425,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043c-0e4fd888 AMS Nest Rm 2114,"","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-0ca8860f .+(\.|-| )ZN\d+\w\d-Q,"","","","",JCL-NAE41/FCB-01.VMA-35.ZN2132-Q.Trend1,"",Los_Angeles,"",ppm,"","","","","","","","",✓,2020-04-09T19:02:10.693Z UTC
@p:ubcv:r:22c59bf3-8d49056e AMS Nest Unsorted Points JCL-NAE41/FCB-01.FEC-61.RZ13 SLAB-T,"","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3002538,"",✓,JCL-NAE41/FCB-01.FEC-61.RZ13 SLAB-T,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32637,2018-06-25T18:00:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:25.097-07:00 Los_Angeles,2018-12-03T16:05:30.445-08:00 Los_Angeles,"","","","","",JCL-NAE41/FCB-01.FEC-61.RZ13 SLAB-T,"",✓,AI3000745,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE41/FCB-01.FEC-61.RZ13 SLAB-T.Trend1,"",Los_Angeles,"",°C,"","","","","","","","","",2020-04-09T19:02:10.694Z UTC
@p:ubcv:r:22c59bf4-5317628d AMS Nest Rm 3206 VAV-3-05 JCL-NAE41/FCB-02.VMA-26.SA-F,"",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3003332,"",✓,JCL-NAE41/FCB-02.VMA-26.SA-F,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c59bf3-39af1937 AMS Nest Rm 3206 VAV-3-05,"","","","",✓,"",@p:ubcv:r:22c04b18-07b532eb AMS Nest Floor 3,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:25.101-07:00 Los_Angeles,2019-04-11T16:04:13.7-07:00 Los_Angeles,"","","","","",Discharge Air Flow,"","",AV3001179,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043d-105426dd AMS Nest Rm 3206,"","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","","","",JCL-NAE41/FCB-02.VMA-26.SA-F.Trend1,"",Los_Angeles,"",L/s,"","","","","","","","","",2020-04-09T19:02:10.696Z UTC
@p:ubcv:r:22c59c13-add5e7b1 AMS Nest Rm 1312 VAV-1-10 JCL-NAE42/FCB-01.VMA-05.DA-T,"",✓,"","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"",TL3001901,"",✓,JCL-NAE42/FCB-01.VMA-05.DA-T,"","","","","","","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c59c13-6fccdafb AMS Nest Rm 1312 VAV-1-10,"","","","","","",@p:ubcv:r:22c04b18-65471f25 AMS Nest Floor 1,"","","","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",32638,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:44.389-07:00 Los_Angeles,2019-04-11T16:04:13.415-07:00 Los_Angeles,"","","","","",Discharge Air Temp,"","",AI3000556,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22c04b18-9646abb2 AMS Nest Rm 1312,"","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"","","",JCL-NAE42/FCB-01.VMA-05.DA-T.Trend1,"",Los_Angeles,"",°C,"","","","","","","","","",2020-04-09T19:02:11.278Z UTC
@p:ubcv:r:22c43777-5a5134ba AMS Nest Heating Plant P18b JCL-NAE43/FCB-01.FEC-07.P18b-C,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3000819,"",✓,JCL-NAE43/FCB-01.FEC-07.P18b-C,"","","","",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P18b,@p:ubcv:r:21cadfbc-d21f9acc AMS Nest Heating Plant,"","","","","","",@p:ubcv:r:216980c6-65c96bd9 AMS Nest Hydronic Systems,"","","","",✓,"","","",2020-04-17T07:01:00-07:00 Los_Angeles,"","","",196,2018-06-07T14:54:40-07:00 Los_Angeles,ok,"",✓,"",✓,"",Bool,2020-05-12T13:58:47.954-07:00 Los_Angeles,2018-12-07T09:45:35.503-08:00 Los_Angeles,"","","","","",Run Cmd,"","",BO3000818,"","","","","","","",✓,"","","","","",✓,"","","","",✓,"","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-55a2ccd7 .+(\.|-| )P\d+\w?-(C|E),"","","","",JCL-NAE43/FCB-01.FEC-07.P18b-C.Trend1,"",Los_Angeles,"","","","","","",✓,"","",Domestic HW System.P18b-C,"",2020-05-12T11:03:27.609Z UTC
@p:ubcv:r:22c59bf3-9263ee71 AMS Nest Rm 3209 VAV-3-06 JCL-NAE41/FCB-02.VMA-09.ZN3206f-SP,"",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3002852,"",✓,JCL-NAE41/FCB-02.VMA-09.ZN3206f-SP,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:22c59bf3-a081f5af AMS Nest Rm 3209 VAV-3-06,"","","","","","",@p:ubcv:r:22c04b18-07b532eb AMS Nest Floor 3,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:25.103-07:00 Los_Angeles,2018-12-07T09:45:34.979-08:00 Los_Angeles,"","","","","",Zone Temp Effective Sp,"","",AV3000931,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043e-f229e0ec AMS Nest Rm 3209,"","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","",✓,"","","","",@p:ubcv:r:23e65d3e-9feca02b .+(\.|-| )ZN(LL)?\d+\w?-SP,✓,"","","",JCL-NAE41/FCB-02.VMA-09.ZN3206f-SP.Trend1,"",Los_Angeles,"",°C,"","","","","","","","",✓,2020-04-09T19:02:10.698Z UTC
@p:ubcv:r:22c43bc3-cb2bdd8c AMS Nest AHU-08 JCL-NAE43/FCB-01.FEC-40.RA-H,"",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3002432,"",✓,JCL-NAE43/FCB-01.FEC-40.RA-H,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c43bc3-08a743f7 AMS Nest AHU-08,"","","","","","",@p:ubcv:r:2203b248-ca87681d AMS Nest Air Systems,"","","","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",32719,2018-06-24T17:00:00-07:00 Los_Angeles,ok,"","",✓,✓,"",Number,2020-05-12T13:58:48.812-07:00 Los_Angeles,2018-12-07T09:45:36.038-08:00 Los_Angeles,"","","","","",Return Air Humidity,"","",AI3002431,"","","","","","","",✓,"","","","","","","","",✓,"","","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-550ae541 .+(\.|-| )RA-H,"","","","",JCL-NAE43/FCB-01.FEC-40.RA-H.Trend1,"",Los_Angeles,"",%RH,"","","","","","","",AHU-08.RA-H,"",2020-04-30T11:09:52.152Z UTC
@p:ubcv:r:22c59bf4-47e08010 AMS Nest Rm 3620 FC-41 to FC-51 JCL-NAE41/FCB-02.FEC-34.ZN3620-Q,"",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3003819,"",✓,JCL-NAE41/FCB-02.FEC-34.ZN3620-Q,"","","","","",✓,"",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f4bda0-370a42a8 AMS Nest Rm 3620 FC-41 to FC-51,"","","","","","",@p:ubcv:r:22c04b18-07b532eb AMS Nest Floor 3,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:00:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:25.104-07:00 Los_Angeles,2018-12-07T09:45:34.601-08:00 Los_Angeles,"","","","","",Zone Co2,"","",AI3001429,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22f4bda0-05c6d82b AMS Nest Rm 3620,"","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-0ca8860f .+(\.|-| )ZN\d+\w\d-Q,"","","","",JCL-NAE41/FCB-02.FEC-34.ZN3620-Q.Trend1,"",Los_Angeles,"",ppm,"","","","","","","","",✓,2020-04-09T19:02:10.699Z UTC
@p:ubcv:r:22c59bf2-19645b48 AMS Nest Rm 2114 VAV-2-11 JCL-NAE41/FCB-01.VMA-47.SAFLOW-SP,"",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3002210,"",✓,JCL-NAE41/FCB-01.VMA-47.SAFLOW-SP,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c59bf2-79ac115d AMS Nest Rm 2114 VAV-2-11,"","","","",✓,"",@p:ubcv:r:22c04b19-adb85333 AMS Nest Floor 2,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:25.108-07:00 Los_Angeles,2019-04-11T16:04:13.798-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"","",AV3000565,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043c-0e4fd888 AMS Nest Rm 2114,"","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"","","","",JCL-NAE41/FCB-01.VMA-47.SAFLOW-SP.Trend1,"",Los_Angeles,"",L/s,"","","","","","","","","",2020-04-09T19:02:10.701Z UTC
@p:ubcv:r:22c59bf4-54082ed4 AMS Nest Rm 4202b VAV-4-04 JCL-NAE41/FCB-02.VMA-45.ZN4202b-SP,"",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3003675,"",✓,JCL-NAE41/FCB-02.VMA-45.ZN4202b-SP,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:22c59bf4-c8cd1b55 AMS Nest Rm 4202b VAV-4-04,"","","","","","",@p:ubcv:r:22c04b18-bd9ba03d AMS Nest Floor 4,"","","","",✓,"","","",2020-04-17T07:03:43-07:00 Los_Angeles,"","","",51,2018-06-07T14:50:41-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:23.496-07:00 Los_Angeles,2018-12-07T09:45:35.239-08:00 Los_Angeles,"","","","","",Zone Temp Effective Sp,"","",AV3001336,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043e-6e62e6be AMS Nest Rm 4202b,"","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","",✓,"","","","",@p:ubcv:r:23e65d3e-9feca02b .+(\.|-| )ZN(LL)?\d+\w?-SP,✓,"","","",JCL-NAE41/FCB-02.VMA-45.ZN4202b-SP.Trend1,"",Los_Angeles,"",°C,"","","","","","","","",✓,2020-04-09T19:02:10.703Z UTC
@p:ubcv:r:22c59c13-79b65ed5 AMS Nest Rm 3511 VAV-3-25 JCL-NAE42/FCB-02.VMA-18.ZN3511-T,"",✓,"","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"",TL3001411,"",✓,JCL-NAE42/FCB-02.VMA-18.ZN3511-T,"","","","","","","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c59c13-ab711c46 AMS Nest Rm 3511 VAV-3-25,"","","","","","",@p:ubcv:r:22c04b18-07b532eb AMS Nest Floor 3,"","","","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",32644,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:44.402-07:00 Los_Angeles,2018-12-07T09:45:35.848-08:00 Los_Angeles,"","","","","",Zone Temp,"","",AI3000246,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22c04b18-9f6f7908 AMS Nest Rm 3511,"","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"","","",JCL-NAE42/FCB-02.VMA-18.ZN3511-T.Trend1,"",Los_Angeles,"",°C,"","","","","","","","",✓,2020-04-09T19:02:11.288Z UTC
